Frame,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
25.0,"[0.13676884770393372, 0.39280930161476135, -0.18298068642616272]","[0.13674165308475494, 0.37763771414756775, -0.16605836153030396]","[0.13845205307006836, 0.3770102262496948, -0.1660965383052826]","[0.1402580440044403, 0.3763398826122284, -0.16610486805438995]","[0.12947285175323486, 0.37816616892814636, -0.1863464117050171]","[0.12611941993236542, 0.37817561626434326, -0.18638047575950623]","[0.12281622737646103, 0.3782311677932739, -0.1864357441663742]","[0.13423477113246918, 0.3768477439880371, -0.07206481695175171]","[0.11353699862957001, 0.3800809979438782, -0.16530469059944153]","[0.13933812081813812, 0.4023053050041199, -0.145839661359787]","[0.12957943975925446, 0.4039786756038666, -0.17284946143627167]","[0.13530196249485016, 0.4252840280532837, 0.03346816077828407]","[0.0921182855963707, 0.452121376991272, -0.17888793349266052]","[0.14402209222316742, 0.5074867010116577, 0.10698071867227554]","[0.08907461166381836, 0.5413707494735718, -0.18641647696495056]","[0.15454956889152527, 0.5609566569328308, 0.0715707316994667]","[0.10779692232608795, 0.6020316481590271, -0.1843971312046051]","[0.1607160121202469, 0.5809487700462341, 0.07594593614339828]","[0.11102709919214249, 0.6249722242355347, -0.20216982066631317]","[0.1634775698184967, 0.5854634046554565, 0.05203956365585327]","[0.1215309277176857, 0.617902934551239, -0.20962798595428467]","[0.158959299325943, 0.5793529748916626, 0.06210429221391678]","[0.12186358869075775, 0.6097217202186584, -0.18547925353050232]","[0.15158091485500336, 0.5937357544898987, 0.06561552733182907]","[0.11888116598129272, 0.6075077652931213, -0.06568233668804169]","[0.19328448176383972, 0.6917644739151001, 0.10286202281713486]","[0.13017538189888, 0.7281545996665955, -0.09373363852500916]","[0.19101886451244354, 0.7948663234710693, 0.22437970340251923]","[0.1465599238872528, 0.8387001156806946, -0.040606480091810226]","[0.1832779049873352, 0.8137800097465515, 0.23358023166656494]","[0.14043395221233368, 0.8546252846717834, -0.03994256630539894]","[0.23228466510772705, 0.8079299330711365, 0.1934731900691986]","[0.18692059814929962, 0.864519476890564, -0.13126257061958313]"
26.0,"[0.13697263598442078, 0.39231249690055847, -0.1614554226398468]","[0.13695958256721497, 0.37726134061813354, -0.14598971605300903]","[0.13863587379455566, 0.37657517194747925, -0.146025612950325]","[0.14031602442264557, 0.3757950961589813, -0.14604201912879944]","[0.12966522574424744, 0.37798187136650085, -0.16731645166873932]","[0.12632456421852112, 0.3780340552330017, -0.16734841465950012]","[0.123049296438694, 0.3781275451183319, -0.16740448772907257]","[0.13400371372699738, 0.3767645061016083, -0.058810800313949585]","[0.11382050812244415, 0.3802281618118286, -0.15606525540351868]","[0.13948014378547668, 0.4019657075405121, -0.1264548897743225]","[0.12975893914699554, 0.4034377336502075, -0.15468254685401917]","[0.13394764065742493, 0.42619502544403076, 0.04067081958055496]","[0.09180678427219391, 0.45110318064689636, -0.1728086620569229]","[0.14323507249355316, 0.5074996948242188, 0.11954651772975922]","[0.0874624028801918, 0.5400459170341492, -0.1805122196674347]","[0.1542268991470337, 0.5602108836174011, 0.09768875688314438]","[0.10739638656377792, 0.6005492806434631, -0.17424727976322174]","[0.15954892337322235, 0.5797660946846008, 0.09826347231864929]","[0.11074338853359222, 0.6237742304801941, -0.18991589546203613]","[0.16309788823127747, 0.5843521356582642, 0.07908928394317627]","[0.12131775915622711, 0.6169816851615906, -0.19581238925457]","[0.15868429839611053, 0.5785654783248901, 0.0888308584690094]","[0.12169691175222397, 0.6085543036460876, -0.17442826926708221]","[0.15164746344089508, 0.593268096446991, 0.06576736271381378]","[0.11929110437631607, 0.606970489025116, -0.06582730263471603]","[0.19775579869747162, 0.6887499094009399, 0.07841874659061432]","[0.13004274666309357, 0.7276009321212769, -0.09395527839660645]","[0.1842014491558075, 0.7893797159194946, 0.21145932376384735]","[0.14631715416908264, 0.8384023308753967, -0.022245068103075027]","[0.1745678335428238, 0.8073099851608276, 0.22230103611946106]","[0.14037828147411346, 0.853611946105957, -0.01914982497692108]","[0.22456297278404236, 0.8080712556838989, 0.18516699969768524]","[0.18703453242778778, 0.8644508719444275, -0.10367441177368164]"
27.0,"[0.13784942030906677, 0.39193105697631836, -0.16210897266864777]","[0.1370941400527954, 0.3770548105239868, -0.14679336547851562]","[0.13881085813045502, 0.3762950003147125, -0.14683206379413605]","[0.1402931660413742, 0.375421941280365, -0.14685140550136566]","[0.12997040152549744, 0.37786760926246643, -0.16827765107154846]","[0.12653952836990356, 0.3778848350048065, -0.1683068722486496]","[0.12317601591348648, 0.37788406014442444, -0.168364018201828]","[0.1330721527338028, 0.3763268291950226, -0.058739256113767624]","[0.11401329934597015, 0.38007456064224243, -0.15667876601219177]","[0.1395597755908966, 0.40160447359085083, -0.1265759915113449]","[0.1307605803012848, 0.4030068516731262, -0.15498605370521545]","[0.134413942694664, 0.42680349946022034, 0.0406738817691803]","[0.09021143615245819, 0.45048582553863525, -0.1715078353881836]","[0.14583322405815125, 0.5051810145378113, 0.12223325669765472]","[0.08693386614322662, 0.5398923754692078, -0.18167108297348022]","[0.15600576996803284, 0.5590637922286987, 0.09825394302606583]","[0.10716839879751205, 0.6002892255783081, -0.18784677982330322]","[0.16163024306297302, 0.579225480556488, 0.0975477397441864]","[0.11076061427593231, 0.6237388849258423, -0.20626461505889893]","[0.16214528679847717, 0.5815396904945374, 0.07766030728816986]","[0.12069661915302277, 0.617047905921936, -0.21271514892578125]","[0.16043603420257568, 0.5763260126113892, 0.0890289694070816]","[0.12121014297008514, 0.6082748174667358, -0.1884409487247467]","[0.15180110931396484, 0.5934025645256042, 0.06583569198846817]","[0.11961617320775986, 0.6067017316818237, -0.06590858101844788]","[0.2000274658203125, 0.6873788237571716, 0.08649903535842896]","[0.13004179298877716, 0.7273901104927063, -0.08663327991962433]","[0.17465591430664062, 0.7818644642829895, 0.23834514617919922]","[0.1441102772951126, 0.832673966884613, -0.012299115769565105]","[0.16439862549304962, 0.7968178987503052, 0.2517993450164795]","[0.13832025229930878, 0.8494606614112854, -0.008837220259010792]","[0.21118688583374023, 0.8079825639724731, 0.22317440807819366]","[0.18574419617652893, 0.8589149117469788, -0.09318198263645172]"
28.0,"[0.13875986635684967, 0.39172086119651794, -0.20376066863536835]","[0.13718083500862122, 0.3767061233520508, -0.187390998005867]","[0.1389491856098175, 0.37588003277778625, -0.1874174177646637]","[0.1404571533203125, 0.3748847246170044, -0.18742766976356506]","[0.13019758462905884, 0.3775605857372284, -0.20844516158103943]","[0.12656788527965546, 0.3776015341281891, -0.20848743617534637]","[0.12333053350448608, 0.3776121735572815, -0.20854532718658447]","[0.13271182775497437, 0.3757767379283905, -0.09007211029529572]","[0.1137932538986206, 0.37985125184059143, -0.18600675463676453]","[0.13964813947677612, 0.40118634700775146, -0.16458618640899658]","[0.13152964413166046, 0.40268105268478394, -0.19251203536987305]","[0.1349126398563385, 0.42574435472488403, 0.023049812763929367]","[0.08949528634548187, 0.45025959610939026, -0.1915482133626938]","[0.149874746799469, 0.5012549161911011, 0.11598818004131317]","[0.08685130625963211, 0.5404408574104309, -0.1921214908361435]","[0.15718954801559448, 0.5542058944702148, 0.08718178421258926]","[0.10715967416763306, 0.6018668413162231, -0.19789057970046997]","[0.16230037808418274, 0.5740771889686584, 0.0817500501871109]","[0.11098369210958481, 0.6263101100921631, -0.216749906539917]","[0.16374674439430237, 0.5740153193473816, 0.06030357629060745]","[0.12096025049686432, 0.6203663349151611, -0.22491851449012756]","[0.16151024401187897, 0.5689939856529236, 0.07735620439052582]","[0.12152831256389618, 0.6113585233688354, -0.19895236194133759]","[0.15138262510299683, 0.5930429100990295, 0.06702246516942978]","[0.11973322927951813, 0.6064750552177429, -0.06708084046840668]","[0.19996507465839386, 0.6864824891090393, 0.11316295713186264]","[0.13016045093536377, 0.7271894812583923, -0.0735592320561409]","[0.16526959836483002, 0.7687562704086304, 0.3072171211242676]","[0.142780601978302, 0.8312159776687622, 0.000392555637517944]","[0.1536477506160736, 0.7811606526374817, 0.32417434453964233]","[0.13662779331207275, 0.8484687805175781, 0.0037911615800112486]","[0.19437538087368011, 0.8040081858634949, 0.29763516783714294]","[0.1837124228477478, 0.85905522108078, -0.08666394650936127]"
29.0,"[0.1397096812725067, 0.39142075181007385, -0.2115555703639984]","[0.1378297656774521, 0.3765850365161896, -0.19616398215293884]","[0.13913437724113464, 0.37570104002952576, -0.1961863785982132]","[0.14061298966407776, 0.3746357560157776, -0.19620352983474731]","[0.13128139078617096, 0.3775365948677063, -0.21771052479743958]","[0.12749609351158142, 0.3775096833705902, -0.2177501916885376]","[0.12390085309743881, 0.37746191024780273, -0.21780399978160858]","[0.13225063681602478, 0.3752787709236145, -0.0992552787065506]","[0.11389728635549545, 0.37964239716529846, -0.19337619841098785]","[0.13974708318710327, 0.40098845958709717, -0.17277665436267853]","[0.13226613402366638, 0.4025630056858063, -0.2012539654970169]","[0.1354312002658844, 0.4249963164329529, 0.013628877699375153]","[0.08850635588169098, 0.4498293995857239, -0.1961548626422882]","[0.15328672528266907, 0.4995488226413727, 0.11248818784952164]","[0.08566924184560776, 0.5403544902801514, -0.18466225266456604]","[0.15765897929668427, 0.5525054335594177, 0.0800856202840805]","[0.10677590221166611, 0.6018410921096802, -0.18267053365707397]","[0.16322310268878937, 0.5720940232276917, 0.07518617063760757]","[0.11088178306818008, 0.6267119646072388, -0.19830264151096344]","[0.16329888999462128, 0.5706431269645691, 0.05392221733927727]","[0.12144497781991959, 0.6207369565963745, -0.20780570805072784]","[0.16011276841163635, 0.5663436651229858, 0.07062379270792007]","[0.1217537671327591, 0.6113470196723938, -0.18375787138938904]","[0.15155163407325745, 0.5905742645263672, 0.06638369709253311]","[0.11953254044055939, 0.6043000817298889, -0.06643058359622955]","[0.2007599174976349, 0.6846017837524414, 0.09855973720550537]","[0.1305789053440094, 0.7240357995033264, -0.06548229604959488]","[0.15862812101840973, 0.7528773546218872, 0.2864864468574524]","[0.14154917001724243, 0.8300227522850037, 0.010787082836031914]","[0.1456976681947708, 0.761992871761322, 0.3036304712295532]","[0.13511040806770325, 0.8475710153579712, 0.01626121811568737]","[0.18150952458381653, 0.7972349524497986, 0.28008925914764404]","[0.1806572824716568, 0.8565228581428528, -0.061082907021045685]"
30.0,"[0.1397402435541153, 0.3914511799812317, -0.26698362827301025]","[0.13789628446102142, 0.37681272625923157, -0.2516428828239441]","[0.1391514241695404, 0.37585312128067017, -0.25164487957954407]","[0.1404058039188385, 0.3747605085372925, -0.2516475319862366]","[0.13130827248096466, 0.3782065212726593, -0.2740933299064636]","[0.12752249836921692, 0.3781636953353882, -0.274152010679245]","[0.12388764321804047, 0.37809473276138306, -0.2742117941379547]","[0.13138622045516968, 0.37504130601882935, -0.14812317490577698]","[0.11329831182956696, 0.37993377447128296, -0.24900195002555847]","[0.13982850313186646, 0.40106919407844543, -0.2245159149169922]","[0.13227003812789917, 0.4030138850212097, -0.25383976101875305]","[0.13555966317653656, 0.42134177684783936, -0.02538524940609932]","[0.08707111328840256, 0.44976016879081726, -0.22921064496040344]","[0.15450093150138855, 0.49091753363609314, 0.08639935404062271]","[0.08562161028385162, 0.5405309200286865, -0.18987403810024261]","[0.15839079022407532, 0.5510686635971069, 0.06108818203210831]","[0.10748796164989471, 0.6021857857704163, -0.18757739663124084]","[0.16362397372722626, 0.5714359879493713, 0.05715809017419815]","[0.11157412827014923, 0.6269508004188538, -0.20088092982769012]","[0.1676640808582306, 0.5635500550270081, 0.03612445294857025]","[0.12175711244344711, 0.6211322546005249, -0.21248562633991241]","[0.16362467408180237, 0.5582762360572815, 0.05172273516654968]","[0.12208271026611328, 0.6118124723434448, -0.18887314200401306]","[0.15174980461597443, 0.588923454284668, 0.06627143919467926]","[0.11999130249023438, 0.6024395823478699, -0.06632240116596222]","[0.20116189122200012, 0.684264600276947, 0.1023118644952774]","[0.13085564970970154, 0.7207309007644653, -0.04544321820139885]","[0.15000055730342865, 0.7394034266471863, 0.3026372790336609]","[0.14176510274410248, 0.8301600217819214, 0.046945296227931976]","[0.13762250542640686, 0.7459055185317993, 0.3207906186580658]","[0.13523122668266296, 0.8459235429763794, 0.05280628800392151]","[0.1687459647655487, 0.7873369455337524, 0.2973472476005554]","[0.18058663606643677, 0.8568592667579651, -0.03183085471391678]"
31.0,"[0.1400156468153, 0.3905124068260193, -0.2545160949230194]","[0.13793054223060608, 0.3763800263404846, -0.23927338421344757]","[0.13917040824890137, 0.37543779611587524, -0.23928730189800262]","[0.1401585191488266, 0.37450534105300903, -0.23929019272327423]","[0.13162633776664734, 0.3778708875179291, -0.2622233033180237]","[0.1278451532125473, 0.3777562379837036, -0.2622893452644348]","[0.12407290935516357, 0.37758809328079224, -0.26235654950141907]","[0.129812091588974, 0.3745829164981842, -0.13867047429084778]","[0.11300534009933472, 0.3792728781700134, -0.2426687479019165]","[0.13990963995456696, 0.40006986260414124, -0.21322710812091827]","[0.1325192004442215, 0.40259069204330444, -0.24312028288841248]","[0.1356944888830185, 0.4169890582561493, -0.02068883366882801]","[0.08640255033969879, 0.4496006369590759, -0.22768957912921906]","[0.15457317233085632, 0.48690420389175415, 0.08061831444501877]","[0.08552880585193634, 0.5405183434486389, -0.19511739909648895]","[0.15866872668266296, 0.5488547086715698, 0.04940763860940933]","[0.10764892399311066, 0.6031389832496643, -0.1746421754360199]","[0.16336515545845032, 0.5711492896080017, 0.04493657499551773]","[0.11168793588876724, 0.6280253529548645, -0.1852222979068756]","[0.1684335470199585, 0.5616054534912109, 0.024465251713991165]","[0.12118257582187653, 0.6225387454032898, -0.19724667072296143]","[0.1641985923051834, 0.5557249188423157, 0.04008037596940994]","[0.12169305235147476, 0.613757312297821, -0.17569568753242493]","[0.15203474462032318, 0.5885080695152283, 0.06662864983081818]","[0.12009857594966888, 0.6019908785820007, -0.06667472422122955]","[0.20146393775939941, 0.6847410798072815, 0.09938101470470428]","[0.13188305497169495, 0.7205502986907959, -0.05728641897439957]","[0.14282794296741486, 0.7303431630134583, 0.2970617711544037]","[0.14246472716331482, 0.8316962718963623, 0.022038403898477554]","[0.12994755804538727, 0.7312554121017456, 0.31578394770622253]","[0.13625767827033997, 0.8462522625923157, 0.026196295395493507]","[0.1564892828464508, 0.7749940156936646, 0.29852819442749023]","[0.18186302483081818, 0.8609494566917419, -0.060848869383335114]"
32.0,"[0.13993538916110992, 0.3904697000980377, -0.2533567547798157]","[0.13782984018325806, 0.37631934881210327, -0.23909468948841095]","[0.13898275792598724, 0.3753243386745453, -0.2391168177127838]","[0.1398845613002777, 0.3743098974227905, -0.23912367224693298]","[0.13133904337882996, 0.37792932987213135, -0.2610622048377991]","[0.12743403017520905, 0.37785694003105164, -0.26113802194595337]","[0.12356293201446533, 0.37770602107048035, -0.26121875643730164]","[0.1297784149646759, 0.3744523823261261, -0.13978461921215057]","[0.11190421879291534, 0.37927067279815674, -0.2384292185306549]","[0.13994306325912476, 0.40000268816947937, -0.21223029494285583]","[0.13243068754673004, 0.40255528688430786, -0.2408098429441452]","[0.13723720610141754, 0.41329777240753174, -0.021531369537115097]","[0.08646886050701141, 0.4496871829032898, -0.22506916522979736]","[0.15465202927589417, 0.48391440510749817, 0.07761387526988983]","[0.08572468906641006, 0.5409788489341736, -0.19711622595787048]","[0.15892867743968964, 0.5467490553855896, 0.05129825323820114]","[0.10811491310596466, 0.6048983931541443, -0.18366631865501404]","[0.16886690258979797, 0.5687803626060486, 0.04860625043511391]","[0.11208146810531616, 0.6292984485626221, -0.1960143744945526]","[0.16937123239040375, 0.5611902475357056, 0.02755025401711464]","[0.12138722836971283, 0.6245039105415344, -0.20720724761486053]","[0.16488030552864075, 0.5551500916481018, 0.04202425479888916]","[0.12186522781848907, 0.6162055730819702, -0.18471182882785797]","[0.15216322243213654, 0.5874864459037781, 0.06575082242488861]","[0.12031537294387817, 0.6005376577377319, -0.06578613817691803]","[0.2011949121952057, 0.6865217089653015, 0.08917361497879028]","[0.13185599446296692, 0.7196261882781982, -0.08288252353668213]","[0.13272276520729065, 0.7191356420516968, 0.2814747095108032]","[0.14439420402050018, 0.8344024419784546, -0.038980334997177124]","[0.11921492964029312, 0.7148522138595581, 0.2987672686576843]","[0.13844704627990723, 0.8472890853881836, -0.03788044676184654]","[0.1367211788892746, 0.7603995203971863, 0.28687775135040283]","[0.18223249912261963, 0.8650272488594055, -0.12329262495040894]"
33.0,"[0.13890627026557922, 0.39049604535102844, -0.23372960090637207]","[0.13656699657440186, 0.3762909471988678, -0.2202182561159134]","[0.13776913285255432, 0.37530022859573364, -0.22024321556091309]","[0.13878627121448517, 0.3742483854293823, -0.22024910151958466]","[0.12974604964256287, 0.37786370515823364, -0.2425377368927002]","[0.12588950991630554, 0.3778162896633148, -0.2426307499408722]","[0.1221320629119873, 0.37773263454437256, -0.24271157383918762]","[0.12979942560195923, 0.37429279088974, -0.12368565797805786]","[0.11077797412872314, 0.3795923590660095, -0.22246679663658142]","[0.13946671783924103, 0.4000687599182129, -0.19331316649913788]","[0.1315482258796692, 0.4026735723018646, -0.2218267172574997]","[0.13734808564186096, 0.4134758710861206, -0.006767946295440197]","[0.08650040626525879, 0.4513038694858551, -0.21673333644866943]","[0.15328341722488403, 0.4841679632663727, 0.08176223933696747]","[0.08590672165155411, 0.5418229699134827, -0.1914849579334259]","[0.15531672537326813, 0.547640860080719, 0.057900719344615936]","[0.10842432826757431, 0.60686194896698, -0.16370223462581635]","[0.1687861979007721, 0.5684566497802734, 0.055742938071489334]","[0.11208341270685196, 0.6300397515296936, -0.17237761616706848]","[0.1684870719909668, 0.5640757083892822, 0.03542640060186386]","[0.12061719596385956, 0.6255250573158264, -0.18136422336101532]","[0.16396333277225494, 0.5581823587417603, 0.0486949160695076]","[0.12136735022068024, 0.6177478432655334, -0.16322393715381622]","[0.15222737193107605, 0.5875051021575928, 0.06601163744926453]","[0.12053678929805756, 0.6005133986473083, -0.06604788452386856]","[0.20053231716156006, 0.6917091012001038, 0.07595662027597427]","[0.13189096748828888, 0.7189874649047852, -0.07551079243421555]","[0.12382872402667999, 0.7036332488059998, 0.25196823477745056]","[0.144185870885849, 0.8346920609474182, -0.019855471327900887]","[0.10679636895656586, 0.6978758573532104, 0.2705739140510559]","[0.13830840587615967, 0.8482769131660461, -0.016786634922027588]","[0.11385474354028702, 0.7537329792976379, 0.26852327585220337]","[0.18229486048221588, 0.8649917840957642, -0.09227685630321503]"
34.0,"[0.1379173845052719, 0.3901771605014801, -0.22740569710731506]","[0.13579976558685303, 0.3757459819316864, -0.2139497995376587]","[0.13716746866703033, 0.37491413950920105, -0.21397407352924347]","[0.1383654773235321, 0.37406909465789795, -0.2139900177717209]","[0.12844941020011902, 0.3771418333053589, -0.2360350340604782]","[0.12448485940694809, 0.37718382477760315, -0.23611915111541748]","[0.12065191566944122, 0.3772417902946472, -0.23619885742664337]","[0.13000449538230896, 0.3741799294948578, -0.11841446161270142]","[0.10917345434427261, 0.3795439600944519, -0.21637697517871857]","[0.13904820382595062, 0.39994314312934875, -0.18736083805561066]","[0.13029992580413818, 0.4026384949684143, -0.21561093628406525]","[0.13799437880516052, 0.4137314558029175, -0.0009528370574116707]","[0.08654806762933731, 0.45178744196891785, -0.21284198760986328]","[0.1522676646709442, 0.48682790994644165, 0.08604531735181808]","[0.08608262240886688, 0.542479395866394, -0.19403871893882751]","[0.15409712493419647, 0.5482284426689148, 0.061771608889102936]","[0.10848580300807953, 0.6094841361045837, -0.17423678934574127]","[0.16904309391975403, 0.5699397325515747, 0.05972225219011307]","[0.11226807534694672, 0.63145911693573, -0.18687927722930908]","[0.16856786608695984, 0.5677993893623352, 0.0391630157828331]","[0.12080319970846176, 0.6271323561668396, -0.19699229300022125]","[0.1640143096446991, 0.5619595646858215, 0.052416883409023285]","[0.12155289947986603, 0.6196967363357544, -0.17538253962993622]","[0.15234775841236115, 0.5875265598297119, 0.06604952365159988]","[0.12069308757781982, 0.6000512838363647, -0.06608374416828156]","[0.19696292281150818, 0.6949422955513, 0.058489274233579636]","[0.13348892331123352, 0.7176066637039185, -0.07068343460559845]","[0.12131012976169586, 0.6948222517967224, 0.24280831217765808]","[0.14422893524169922, 0.8356876373291016, -0.008901423774659634]","[0.10327458381652832, 0.6862851977348328, 0.26257285475730896]","[0.13831362128257751, 0.8495790958404541, -0.012432312592864037]","[0.10466063022613525, 0.7378973364830017, 0.2636679410934448]","[0.1823287010192871, 0.8649968504905701, -0.06252673268318176]"
35.0,"[0.13673976063728333, 0.3888082206249237, -0.22882933914661407]","[0.13506999611854553, 0.3747093379497528, -0.21508514881134033]","[0.13670802116394043, 0.3740847706794739, -0.21510669589042664]","[0.1381521373987198, 0.3734855055809021, -0.21512186527252197]","[0.1268589198589325, 0.3758726716041565, -0.23712117969989777]","[0.12269282341003418, 0.37602731585502625, -0.2371988743543625]","[0.11877168715000153, 0.37626126408576965, -0.2372761219739914]","[0.13015836477279663, 0.37368717789649963, -0.11883201450109482]","[0.1073792353272438, 0.3793090283870697, -0.21685901284217834]","[0.1385529786348343, 0.3990640640258789, -0.1886795163154602]","[0.12865303456783295, 0.40212398767471313, -0.2170219123363495]","[0.13861170411109924, 0.41364291310310364, -0.0002486127777956426]","[0.08617497980594635, 0.4520343840122223, -0.21370740234851837]","[0.15151219069957733, 0.48719558119773865, 0.09535425901412964]","[0.08574511855840683, 0.5426241755485535, -0.19654197990894318]","[0.1534009575843811, 0.548011064529419, 0.0748232901096344]","[0.10868243873119354, 0.6098757386207581, -0.17781928181648254]","[0.17013591527938843, 0.5695506930351257, 0.07605993002653122]","[0.11226025968790054, 0.6315874457359314, -0.1882690191268921]","[0.16953536868095398, 0.5671961307525635, 0.05539941042661667]","[0.12095699459314346, 0.627122163772583, -0.2018899917602539]","[0.16479413211345673, 0.5615125894546509, 0.0656270757317543]","[0.1216207966208458, 0.6198232769966125, -0.17636540532112122]","[0.15231934189796448, 0.5869872570037842, 0.06632018834352493]","[0.12078194320201874, 0.5988178253173828, -0.06638607382774353]","[0.19215378165245056, 0.6965207457542419, 0.06592938303947449]","[0.13647475838661194, 0.7185085415840149, -0.06906384974718094]","[0.1175459772348404, 0.694489598274231, 0.2460567057132721]","[0.14424516260623932, 0.8357705473899841, 0.018447788432240486]","[0.09578646719455719, 0.6808240413665771, 0.26748380064964294]","[0.13822083175182343, 0.8495714664459229, 0.02465840056538582]","[0.09960837662220001, 0.7373811602592468, 0.27509820461273193]","[0.1812283992767334, 0.8648396730422974, -0.03312103450298309]"
36.0,"[0.13591405749320984, 0.3886573612689972, -0.21464750170707703]","[0.13451240956783295, 0.37406155467033386, -0.20056931674480438]","[0.1363183557987213, 0.37353596091270447, -0.2005939930677414]","[0.13793082535266876, 0.37306147813796997, -0.20061449706554413]","[0.12585066258907318, 0.37526941299438477, -0.22235903143882751]","[0.12160501629114151, 0.3755379319190979, -0.22242605686187744]","[0.11766910552978516, 0.3758777678012848, -0.22249794006347656]","[0.13027146458625793, 0.3735993206501007, -0.10532176494598389]","[0.10651707649230957, 0.379292368888855, -0.20232903957366943]","[0.1383306235074997, 0.39873844385147095, -0.17509543895721436]","[0.1278659701347351, 0.4019254744052887, -0.20306435227394104]","[0.13864640891551971, 0.41385897994041443, 0.013607224449515343]","[0.0861823558807373, 0.45231893658638, -0.2052890956401825]","[0.14918255805969238, 0.4896751642227173, 0.10519057512283325]","[0.08558284491300583, 0.5427120327949524, -0.19405968487262726]","[0.15708456933498383, 0.5482648015022278, 0.07736556231975555]","[0.10881217569112778, 0.610098659992218, -0.18132668733596802]","[0.17009995877742767, 0.5689169764518738, 0.077436164021492]","[0.11264938116073608, 0.6314618587493896, -0.1934351623058319]","[0.16937664151191711, 0.5668079853057861, 0.05718561261892319]","[0.12119267135858536, 0.626960039138794, -0.20273348689079285]","[0.1646200716495514, 0.5612191557884216, 0.06796656548976898]","[0.1217213124036789, 0.6196566224098206, -0.18030117452144623]","[0.15156780183315277, 0.5867700576782227, 0.06717076897621155]","[0.1208757534623146, 0.5983964204788208, -0.0672721266746521]","[0.18797649443149567, 0.6986284255981445, 0.06667418777942657]","[0.13772103190422058, 0.7196908593177795, -0.06356723606586456]","[0.11578629165887833, 0.696567714214325, 0.24706611037254333]","[0.14425940811634064, 0.835749089717865, 0.030951732769608498]","[0.09398622810840607, 0.6804665327072144, 0.26712143421173096]","[0.1382065713405609, 0.8493443727493286, 0.03877982124686241]","[0.09594324231147766, 0.7381390929222107, 0.2708919644355774]","[0.18052992224693298, 0.8647098541259766, -0.020671578124165535]"
37.0,"[0.13264672458171844, 0.38874951004981995, -0.24178174138069153]","[0.13194210827350616, 0.37420356273651123, -0.22821339964866638]","[0.1339379847049713, 0.3737027049064636, -0.22822634875774384]","[0.13583073019981384, 0.3732038736343384, -0.22824589908123016]","[0.12345436960458755, 0.3754860758781433, -0.25107479095458984]","[0.11940884590148926, 0.3759145438671112, -0.2511487901210785]","[0.11579202115535736, 0.37636807560920715, -0.2512339651584625]","[0.1294761598110199, 0.37351277470588684, -0.12933117151260376]","[0.10518966615200043, 0.3796530067920685, -0.2313096523284912]","[0.1356881558895111, 0.3989642858505249, -0.20012398064136505]","[0.12482794374227524, 0.40237197279930115, -0.22959962487220764]","[0.1384855955839157, 0.4139978587627411, 0.009781591594219208]","[0.08633401244878769, 0.452078640460968, -0.2309248149394989]","[0.14825132489204407, 0.4828638732433319, 0.11360187828540802]","[0.0852922797203064, 0.5419103503227234, -0.2230517566204071]","[0.15840888023376465, 0.5424183011054993, 0.10239402204751968]","[0.1089114174246788, 0.6097379922866821, -0.22108760476112366]","[0.1695215106010437, 0.5614383220672607, 0.10460416972637177]","[0.11269621551036835, 0.6312606334686279, -0.237834170460701]","[0.16817617416381836, 0.5591476559638977, 0.08274346590042114]","[0.121273472905159, 0.6266821622848511, -0.24360883235931396]","[0.16370972990989685, 0.5534783005714417, 0.09306146204471588]","[0.12181967496871948, 0.6193193197250366, -0.21945133805274963]","[0.1504165083169937, 0.5839661359786987, 0.07043012231588364]","[0.12091998010873795, 0.5944661498069763, -0.07056935131549835]","[0.18571807444095612, 0.7017887830734253, 0.08463502675294876]","[0.1407606452703476, 0.7190027236938477, -0.07404837757349014]","[0.11143509298563004, 0.7010698318481445, 0.2773915231227875]","[0.14391157031059265, 0.8342081308364868, 0.021823368966579437]","[0.09207426011562347, 0.6879056096076965, 0.29769474267959595]","[0.1381082832813263, 0.8489919304847717, 0.03175198286771774]","[0.09599995613098145, 0.7471143007278442, 0.2957209348678589]","[0.18009833991527557, 0.8633057475090027, -0.032616857439279556]"
