Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
47.0,0.15060036574248914/1.0623630594324183/-0.011354672205117013,0.16846971213817596/0.6802460551261902/-0.22732838988304138,0.15792499482631683/0.6576722860336304/-0.2156720608472824,0.15814940631389618/0.6567790508270264/-0.21569103002548218,0.1584041714668274/0.6561859846115112/-0.2157442569732666,0.15281705558300018/0.6612645387649536/-0.24668677151203156,0.14804868400096893/0.6629698872566223/-0.246802419424057,0.14416085183620453/0.6643815636634827/-0.24698208272457123,0.14009608328342438/0.6739760041236877/-0.14148594439029694,0.12387891858816147/0.6821115016937256/-0.28198471665382385,0.16059359908103943/0.7006514668464661/-0.1959741711616516,0.15479834377765656/0.7061200737953186/-0.23571710288524628,0.13663336634635925/0.7770186066627502/-0.04400190711021423,0.08839447051286697/0.8139840960502625/-0.2990497350692749,0.14842477440834045/0.9326001405715942/0.031223874539136887,0.08859548717737198/0.9887847900390625/-0.24506162106990814,0.1583080291748047/1.0267518758773804/0.046617552638053894,0.09391763806343079/1.1014763116836548/-0.16040755808353424,0.16575926542282104/1.0522958040237427/0.04426838085055351,0.09096095710992813/1.1365512609481812/-0.1732134073972702,0.16047438979148865/1.0489951372146606/0.02940654754638672,0.0983576774597168/1.1270129680633545/-0.18124797940254211,0.15611232817173004/1.0415211915969849/0.03836143761873245,0.09883014112710953/1.1143932342529297/-0.16284534335136414,0.17659924924373627/1.0308806896209717/0.0715869590640068,0.13487181067466736/1.0588139295578003/-0.07117097824811935,0.20067253708839417/1.2156051397323608/0.18495318293571472,0.15757037699222565/1.2587369680404663/0.01895066164433956,0.21176281571388245/1.3760242462158203/0.4043945372104645,0.15547208487987518/1.420447587966919/0.2009982019662857,0.20760765671730042/1.4064960479736328/0.41840067505836487,0.1465541124343872/1.4504225254058838/0.2130231112241745,0.24647293984889984/1.41135835647583/0.3363116979598999,0.19602110981941223/1.4505265951156616/0.07441588491201401
48.0,0.14919811873524277/1.0628336116119668/-0.006081577666379788,0.16457515954971313/0.6795347929000854/-0.21895462274551392,0.15367189049720764/0.658339262008667/-0.21340017020702362,0.1537473201751709/0.6576300263404846/-0.2134092152118683,0.1538747251033783/0.6571287512779236/-0.21339720487594604,0.14906081557273865/0.6613053679466248/-0.23755940794944763,0.14475467801094055/0.662797212600708/-0.23765014111995697,0.14098799228668213/0.664091944694519/-0.23783275485038757,0.13645096123218536/0.6736891269683838/-0.13394692540168762,0.12189800292253494/0.6819767355918884/-0.27440884709358215,0.15965232253074646/0.7008293867111206/-0.19564715027809143,0.1526789516210556/0.7057247757911682/-0.22702498733997345,0.13256706297397614/0.7777625918388367/-0.03971252217888832,0.09120027720928192/0.8139253854751587/-0.2860336899757385,0.1446733921766281/0.9322602152824402/0.035440851002931595,0.09039373695850372/0.9884150624275208/-0.23317235708236694,0.15465328097343445/1.0238059759140015/0.0544348768889904,0.09476494789123535/1.100485920906067/-0.14750203490257263,0.16113033890724182/1.0493109226226807/0.051566772162914276,0.09232650697231293/1.1353909969329834/-0.15980012714862823,0.15681543946266174/1.0477060079574585/0.03739092871546745,0.099178247153759/1.1245777606964111/-0.1673675775527954,0.15305420756340027/1.03972327709198/0.04629558324813843,0.09930901229381561/1.113467812538147/-0.1500387042760849,0.1737298220396042/1.0338884592056274/0.0706983208656311,0.13561229407787323/1.0608794689178467/-0.07025691866874695,0.19670076668262482/1.2170003652572632/0.18353183567523956,0.15773551166057587/1.2597213983535767/0.019584190100431442,0.21017082035541534/1.3793505430221558/0.40189799666404724,0.1553315669298172/1.4252588748931885/0.19972196221351624,0.20581689476966858/1.4108593463897705/0.4157909154891968,0.14658665657043457/1.4565906524658203/0.2117118537425995,0.24618737399578094/1.4115862846374512/0.3352438807487488,0.19515565037727356/1.4527853727340698/0.07635390013456345
49.0,0.147561461561256/1.0621285902129278/-0.0006857461951397083,0.15804526209831238/0.6779605150222778/-0.21990379691123962,0.14772041141986847/0.6576258540153503/-0.21375545859336853,0.14765408635139465/0.6571764349937439/-0.2137671262025833,0.14764779806137085/0.6568513512611389/-0.21377713978290558,0.1439521759748459/0.659730076789856/-0.24028073251247406,0.14033275842666626/0.660946786403656/-0.24037474393844604,0.13701026141643524/0.6619865298271179/-0.24055585265159607,0.1320958286523819/0.6727142333984375/-0.15393131971359253,0.12027188390493393/0.679975152015686/-0.28020548820495605,0.15512308478355408/0.7005569934844971/-0.19518622756004333,0.1482999622821808/0.7042083144187927/-0.22939036786556244,0.13137733936309814/0.7795349359512329/-0.058250512927770615,0.0933237299323082/0.8109082579612732/-0.2875054180622101,0.1386275440454483/0.9336432814598083/0.026615601032972336,0.09473705291748047/0.9879509210586548/-0.23447582125663757,0.14959043264389038/1.0222526788711548/0.058052875101566315,0.0954427719116211/1.0987924337387085/-0.14945657551288605,0.1556093841791153/1.0488051176071167/0.05444440245628357,0.09284036606550217/1.1347788572311401/-0.16269268095493317,0.153176411986351/1.0447851419448853/0.040978141129016876,0.09898298978805542/1.122875452041626/-0.1706058830022812,0.14957024157047272/1.0383793115615845/0.04991887882351875,0.09925127029418945/1.1110074520111084/-0.15220613777637482,0.17034971714019775/1.0364094972610474/0.06949162483215332,0.13723041117191315/1.06126070022583/-0.06907451152801514,0.19200904667377472/1.2158794403076172/0.19449537992477417,0.1580488383769989/1.2572094202041626/0.03449035808444023,0.20939461886882782/1.378671646118164/0.4292030334472656,0.15652497112751007/1.4265676736831665/0.22493363916873932,0.2051238715648651/1.4105619192123413/0.4452199637889862,0.14806421101093292/1.458566665649414/0.23859113454818726,0.24578632414340973/1.4095652103424072/0.3682527244091034,0.1952618956565857/1.453650712966919/0.10968183726072311
50.0,0.14809997490158788/1.0570729993007801/0.003847692851667051,0.15838967263698578/0.6771888136863708/-0.23406369984149933,0.14818935096263885/0.656971275806427/-0.22566227614879608,0.14834022521972656/0.6565459370613098/-0.22567348182201385,0.1485423743724823/0.6562063694000244/-0.22567732632160187,0.14371296763420105/0.6590014696121216/-0.2551555037498474,0.13988231122493744/0.6602029800415039/-0.25526779890060425,0.13620781898498535/0.6612603068351746/-0.25544366240501404,0.1329856961965561/0.6713877320289612/-0.1593754142522812,0.11872805655002594/0.6793034076690674/-0.29444560408592224,0.15592321753501892/0.7003774642944336/-0.20528115332126617,0.1481989473104477/0.7037449479103088/-0.24351972341537476,0.12970666587352753/0.77944016456604/-0.05741271749138832,0.0938798114657402/0.810562014579773/-0.29622748494148254,0.14016874134540558/0.9329892992973328/0.030022308230400085,0.09477725625038147/0.9868921637535095/-0.23489534854888916,0.15185780823230743/1.0067529678344727/0.10287649184465408,0.09574347734451294/1.084157943725586/-0.1512804925441742,0.15814828872680664/1.026505470275879/0.10707763582468033,0.09328940510749817/1.116310477256775/-0.1629742681980133,0.1550859957933426/1.018714189529419/0.09450513869524002,0.10046369582414627/1.1021775007247925/-0.17116935551166534,0.15131638944149017/1.014325499534607/0.09709828346967697,0.10068757832050323/1.0914607048034668/-0.1538948267698288,0.16917286813259125/1.038511037826538/0.06943674385547638,0.13718345761299133/1.0657987594604492/-0.06901220232248306,0.19133009016513824/1.215802788734436/0.19445903599262238,0.15825675427913666/1.259559988975525/0.033789824694395065,0.2093999981880188/1.3801313638687134/0.4281783998012543,0.15741342306137085/1.4325298070907593/0.22418126463890076,0.2052258402109146/1.412994146347046/0.44372326135635376,0.14873455464839935/1.4662576913833618/0.23769506812095642,0.24585624039173126/1.4094754457473755/0.3654957711696625,0.1967753916978836/1.4576191902160645/0.1089007705450058
51.0,0.14869439905440365/1.0550921691788568/0.012343340173915581,0.16017380356788635/0.6744500398635864/-0.2378154695034027,0.14882323145866394/0.6546878218650818/-0.2280864715576172,0.14917996525764465/0.6543622612953186/-0.22810447216033936,0.14944615960121155/0.6542866230010986/-0.22811046242713928,0.14590543508529663/0.6569525599479675/-0.26228439807891846,0.14012746512889862/0.6590336561203003/-0.2624101936817169,0.13720010221004486/0.6609445214271545/-0.26258769631385803,0.133716881275177/0.6687588095664978/-0.15929093956947327,0.11902695149183273/0.67885422706604/-0.3151734471321106,0.15673568844795227/0.6970365643501282/-0.20746758580207825,0.14910556375980377/0.7003620266914368/-0.25179046392440796,0.12895262241363525/0.7791967391967773/-0.05414365604519844,0.09433434903621674/0.8105694651603699/-0.320706844329834,0.14074446260929108/0.9259145259857178/0.047935519367456436,0.09370394051074982/0.9882306456565857/-0.26099732518196106,0.15323498845100403/1.001289963722229/0.11620230227708817,0.09596477448940277/1.0837595462799072/-0.1545678973197937,0.15974798798561096/1.0199121236801147/0.12081298232078552,0.09584080427885056/1.1148629188537598/-0.16380511224269867,0.15556730329990387/1.012647032737732/0.10743634402751923,0.10077838599681854/1.1004613637924194/-0.17386625707149506,0.15142537653446198/1.0086722373962402/0.10993194580078125,0.10144250839948654/1.0898925065994263/-0.15532633662223816,0.16960744559764862/1.0376662015914917/0.07231920957565308,0.139006569981575/1.0685468912124634/-0.07188960164785385,0.19066497683525085/1.2150975465774536/0.21710650622844696,0.15816980600357056/1.2601929903030396/0.04534847289323807,0.20936638116836548/1.378314733505249/0.46625372767448425,0.15749189257621765/1.4329816102981567/0.2531280517578125,0.2051897794008255/1.4110283851623535/0.4836520850658417,0.14887456595897675/1.466516137123108/0.2688487470149994,0.24732062220573425/1.406435251235962/0.4094183146953583,0.19856034219264984/1.4558380842208862/0.14171691238880157
52.0,0.14885034301766642/1.0554415296625208/0.007943726938079905,0.1608273833990097/0.6739854216575623/-0.23246106505393982,0.14969149231910706/0.6534896492958069/-0.22249802947044373,0.1499049812555313/0.6533063650131226/-0.22252224385738373,0.15006422996520996/0.6536356210708618/-0.22254185378551483,0.14579614996910095/0.6562017202377319/-0.2563684284687042,0.14107303321361542/0.6582963466644287/-0.2564921975135803,0.13790959119796753/0.6599274277687073/-0.2566802501678467,0.13345375657081604/0.6676280498504639/-0.15447595715522766,0.11932062357664108/0.677969753742218/-0.3079199194908142,0.15610165894031525/0.6953169107437134/-0.20246878266334534,0.14907579123973846/0.6981121301651001/-0.2462581843137741,0.12843239307403564/0.7790955305099487/-0.0514189787209034,0.0946471318602562/0.8102462887763977/-0.3166024684906006,0.14178811013698578/0.9270995855331421/0.04804491996765137,0.0932798981666565/0.9881626963615417/-0.26181209087371826,0.1531946361064911/1.002090334892273/0.1029466986656189,0.09666436165571213/1.0838768482208252/-0.16401904821395874,0.1589144766330719/1.0217640399932861/0.10458453744649887,0.09651459753513336/1.115134596824646/-0.17528735101222992,0.15590962767601013/1.014878749847412/0.09115447849035263,0.1019531860947609/1.1011618375778198/-0.1825423240661621,0.15215498208999634/1.0103012323379517/0.09609869122505188,0.10219226032495499/1.09039306640625/-0.16490744054317474,0.17011412978172302/1.03827965259552/0.07228972762823105,0.13890470564365387/1.0685111284255981/-0.07186362892389297,0.1910034865140915/1.2149980068206787/0.21093995869159698,0.15799401700496674/1.2604376077651978/0.04355686157941818,0.20947203040122986/1.3794974088668823/0.45726636052131653,0.15735459327697754/1.4331799745559692/0.2509384751319885,0.20533426105976105/1.412368893623352/0.4741434156894684,0.14876028895378113/1.4661930799484253/0.2662237882614136,0.24711476266384125/1.4079104661941528/0.39362940192222595,0.19848211109638214/1.4583280086517334/0.13470055162906647
53.0,0.14550628099176618/1.052499704890781/-0.0024685184988710615,0.16002124547958374/0.673591673374176/-0.23032063245773315,0.1488659828901291/0.653723955154419/-0.22246605157852173,0.14854824542999268/0.6534775495529175/-0.22251874208450317,0.1481906771659851/0.6535930633544922/-0.22252759337425232,0.14587117731571198/0.6562405228614807/-0.25454166531562805,0.14171017706394196/0.6580564379692078/-0.25468137860298157,0.13848938047885895/0.6595380306243896/-0.25488531589508057,0.1311514675617218/0.6673743724822998/-0.16572175920009613,0.11939055472612381/0.6775227785110474/-0.30762726068496704,0.14936546981334686/0.6947652697563171/-0.2027982771396637,0.1493658572435379/0.6983131766319275/-0.2442048192024231,0.1279851645231247/0.7789227962493896/-0.06057717278599739,0.09875784069299698/0.8102474212646484/-0.31773290038108826,0.1346888244152069/0.9280099272727966/0.021911166608333588,0.09356976300477982/0.9880763292312622/-0.2647905647754669,0.14288371801376343/1.0040408372879028/0.05130414292216301,0.09608275443315506/1.0875327587127686/-0.17149046063423157,0.14629721641540527/1.0259864330291748/0.04858743026852608,0.09512683004140854/1.1195846796035767/-0.18497087061405182,0.1445794552564621/1.016734004020691/0.03420349583029747,0.10100258886814117/1.1071637868881226/-0.192024365067482,0.14241640269756317/1.0112667083740234/0.04391436651349068,0.10107900947332382/1.0957854986190796/-0.17284274101257324,0.16886302828788757/1.0380704402923584/0.07252006232738495,0.1393546462059021/1.0676860809326172/-0.07212851941585541,0.1860598772764206/1.2035497426986694/0.21124950051307678,0.1566501408815384/1.2406738996505737/0.043520256876945496,0.20560288429260254/1.3660391569137573/0.4548605680465698,0.15515348315238953/1.420157551765442/0.25126126408576965,0.20214392244815826/1.397635579109192/0.4715718924999237,0.1469915509223938/1.4542511701583862/0.26694631576538086,0.24109995365142822/1.3964085578918457/0.3991505205631256,0.19298593699932098/1.4481014013290405/0.14957936108112335
54.0,0.1445850776853385/1.0513992795237788/0.002009911462664604,0.16011841595172882/0.6733847260475159/-0.23487882316112518,0.14907774329185486/0.6538220643997192/-0.22715404629707336,0.1489393264055252/0.6534707546234131/-0.22720737755298615,0.1487341821193695/0.6533615589141846/-0.2272130846977234,0.14785237610340118/0.6543182730674744/-0.2598593235015869,0.14231401681900024/0.6580533981323242/-0.26001450419425964,0.13925881683826447/0.659491240978241/-0.26022371649742126,0.13172687590122223/0.6667128801345825/-0.16858884692192078,0.12020564079284668/0.67734295129776/-0.31548577547073364,0.1508977860212326/0.6933806538581848/-0.20755305886268616,0.14858931303024292/0.696440577507019/-0.24976135790348053,0.12781672179698944/0.7763556241989136/-0.061211954802274704,0.09828093647956848/0.809554398059845/-0.3280649483203888,0.13281245529651642/0.9277266263961792/0.027860844507813454,0.09333876520395279/0.9894570112228394/-0.2740594148635864,0.141410693526268/1.0044493675231934/0.0602182075381279,0.09649789333343506/1.0953572988510132/-0.173918217420578,0.1448887586593628/1.026816487312317/0.05815926194190979,0.09561850875616074/1.1284745931625366/-0.18711967766284943,0.14323684573173523/1.0169434547424316/0.043848149478435516,0.10166352242231369/1.117154836654663/-0.19343769550323486,0.14093084633350372/1.011446237564087/0.052728988230228424,0.10158790647983551/1.1051744222640991/-0.17491449415683746,0.1681276559829712/1.0379379987716675/0.07506392151117325,0.14025191962718964/1.0675086975097656/-0.0747557282447815,0.1836242824792862/1.1972013711929321/0.22511516511440277,0.15661869943141937/1.2364592552185059/0.047580208629369736,0.2016173005104065/1.3571314811706543/0.47359201312065125,0.1531367301940918/1.413124680519104/0.26375898718833923,0.1978592872619629/1.3884384632110596/0.49132493138313293,0.14466562867164612/1.447352647781372/0.2808185815811157,0.23773044347763062/1.3872871398925781/0.4272395670413971,0.1905432641506195/1.4391666650772095/0.1707087755203247
55.0,0.14189688226691/1.0456450471171626/0.00013136289123428501,0.1535353660583496/0.6721424460411072/-0.2340601086616516,0.14335916936397552/0.6539642810821533/-0.2249739170074463,0.14250551164150238/0.6536980271339417/-0.22502991557121277,0.1416568160057068/0.6536009907722473/-0.22503919899463654,0.1434406042098999/0.6545413136482239/-0.25744330883026123,0.14006929099559784/0.6575090289115906/-0.25758615136146545,0.13773740828037262/0.6587831974029541/-0.2577798366546631,0.12640930712223053/0.6672279834747314/-0.1842912882566452,0.12039180099964142/0.6768836975097656/-0.3100925087928772,0.14795735478401184/0.6932850480079651/-0.20569631457328796,0.14580270648002625/0.6956867575645447/-0.24849875271320343,0.12506969273090363/0.7768927812576294/-0.07954336702823639,0.10108230262994766/0.8078981637954712/-0.32218843698501587,0.13176965713500977/0.9350767731666565/0.00012766516010742635,0.09615014493465424/0.9889127016067505/-0.27385497093200684,0.13624060153961182/1.0058790445327759/0.03210844099521637,0.09673843532800674/1.0949159860610962/-0.173773393034935,0.1371019184589386/1.0276683568954468/0.02988247387111187,0.09592919051647186/1.127946138381958/-0.18658675253391266,0.13687098026275635/1.01780104637146/0.018733462318778038,0.1019834652543068/1.1172899007797241/-0.19270949065685272,0.1354326456785202/1.012225866317749/0.026535639539361,0.10185961425304413/1.1052969694137573/-0.17462864518165588,0.16557033360004425/1.0376737117767334/0.07481658458709717,0.14023847877979279/1.0666882991790771/-0.07453828305006027,0.17907173931598663/1.184705376625061/0.22749653458595276,0.15655015408992767/1.2143393754959106/0.058358531445264816,0.19729433953762054/1.3397998809814453/0.4804329574108124,0.15094120800495148/1.3873401880264282/0.2795097827911377,0.19389097392559052/1.3690775632858276/0.499504953622818,0.1424207240343094/1.4178165197372437/0.2973579466342926,0.23051637411117554/1.3721587657928467/0.4405220150947571,0.18439631164073944/1.4197869300842285/0.19862212240695953
56.0,0.14194243014962585/1.0465911737194769/0.002443275000486109,0.15357719361782074/0.6722195148468018/-0.2272408902645111,0.1431211233139038/0.6540619134902954/-0.22447925806045532,0.14217768609523773/0.6538103818893433/-0.22451670467853546,0.14126379787921906/0.6537060141563416/-0.22454418241977692,0.14292700588703156/0.6547866463661194/-0.2522609829902649,0.14001458883285522/0.6574455499649048/-0.2524094581604004,0.13769134879112244/0.6586812138557434/-0.2526179254055023,0.1257207840681076/0.667275607585907/-0.17875327169895172,0.12047270685434341/0.6767421364784241/-0.30901482701301575,0.1485900729894638/0.6934927105903625/-0.20460648834705353,0.1458837389945984/0.6960027813911438/-0.24249181151390076,0.12485135346651077/0.7769566178321838/-0.07459068298339844,0.10043149441480637/0.8039681911468506/-0.31916260719299316,0.13166241347789764/0.9361697435379028/0.010625687427818775,0.09708324819803238/0.9886428117752075/-0.26325565576553345,0.13549832999706268/1.0051320791244507/0.04527268186211586,0.09695639461278915/1.094489574432373/-0.17184065282344818,0.13692793250083923/1.0257723331451416/0.04265011101961136,0.0960676372051239/1.1277958154678345/-0.184657484292984,0.13716672360897064/1.0157575607299805/0.027957260608673096,0.10216247290372849/1.1169285774230957/-0.191609188914299,0.13535133004188538/1.010428786277771/0.037732694298028946,0.10201429575681686/1.1051267385482788/-0.17323923110961914,0.16526715457439423/1.0377228260040283/0.07353518903255463,0.1401413232088089/1.0663597583770752/-0.07325850427150726,0.1795709729194641/1.1873071193695068/0.22498241066932678,0.15406690537929535/1.2206437587738037/0.06176060810685158,0.1982879936695099/1.344089150428772/0.4736902713775635,0.15067821741104126/1.3923301696777344/0.2778345048427582,0.19473204016685486/1.3741323947906494/0.491912841796875,0.1425248682498932/1.423444151878357/0.29493603110313416,0.23193733394145966/1.3758102655410767/0.4280973970890045,0.18482068181037903/1.4232205152511597/0.1887020319700241
57.0,0.1405248432247727/1.0397206015057034/0.02125723846256733,0.15318457782268524/0.6709007024765015/-0.20846453309059143,0.14243324100971222/0.6524203419685364/-0.2102382332086563,0.14128939807415009/0.6520625352859497/-0.21029971539974213,0.14017777144908905/0.6517798900604248/-0.2103126496076584,0.14244118332862854/0.6539521813392639/-0.23378917574882507,0.13988471031188965/0.6561527252197266/-0.2339155375957489,0.13765574991703033/0.6574850082397461/-0.23410293459892273,0.12426312267780304/0.6654151678085327/-0.17459078133106232,0.12052331119775772/0.6757665276527405/-0.29273247718811035,0.14841637015342712/0.6927122473716736/-0.19239984452724457,0.14573462307453156/0.6955268383026123/-0.2238011211156845,0.11976700276136398/0.7764483690261841/-0.07414577901363373,0.10366631299257278/0.8042199015617371/-0.29748353362083435,0.12887094914913177/0.9370490908622742/0.01686321757733822,0.0977025106549263/0.9857768416404724/-0.23853448033332825,0.13330337405204773/0.9984990358352661/0.07598122954368591,0.09710220992565155/1.0807675123214722/-0.150384321808815,0.1343151032924652/1.0143311023712158/0.07809557020664215,0.09607695043087006/1.1110832691192627/-0.16034434735774994,0.13562315702438354/1.0028996467590332/0.07048242539167404,0.1015763208270073/1.099408745765686/-0.16819769144058228,0.13399209082126617/0.9993677735328674/0.07292743772268295,0.10121508687734604/1.0885412693023682/-0.15262675285339355,0.16181518137454987/1.0376814603805542/0.07175428420305252,0.14044834673404694/1.0661513805389404/-0.07142364978790283,0.17459695041179657/1.1818944215774536/0.23451972007751465,0.15363721549510956/1.2149338722229004/0.0767550989985466,0.19500473141670227/1.3357452154159546/0.48571258783340454,0.14880552887916565/1.3828068971633911/0.29701218008995056,0.1920677274465561/1.3661975860595703/0.5052416920661926,0.14094702899456024/1.4130377769470215/0.3154650628566742,0.2289951592683792/1.3632527589797974/0.4533739686012268,0.1825198233127594/1.4120408296585083/0.22489027678966522
58.0,0.13202850851747724/1.0334562946248937/0.02405854963042118,0.13080066442489624/0.6709783673286438/-0.16972187161445618,0.1214698776602745/0.6525259017944336/-0.18360072374343872,0.11977161467075348/0.6521961092948914/-0.18365082144737244,0.11811608076095581/0.6521508097648621/-0.18367637693881989,0.1251125931739807/0.654122531414032/-0.19792738556861877,0.12500379979610443/0.6562123894691467/-0.19805671274662018,0.12496677041053772/0.6575012803077698/-0.1982671469449997,0.1084580197930336/0.6671568751335144/-0.18778890371322632,0.11780139803886414/0.6757689118385315/-0.2651621401309967,0.12871776521205902/0.6928539872169495/-0.16725826263427734,0.13016857206821442/0.6954755187034607/-0.1863517016172409,0.09869984537363052/0.7901375889778137/-0.10884014517068863,0.11229778826236725/0.8003879189491272/-0.2608085870742798,0.12035121768712997/0.9542341828346252/-0.028800616040825844,0.10673542320728302/0.9773340225219727/-0.19484227895736694,0.11622359603643417/0.998583197593689/0.03387869894504547,0.09718901664018631/1.0653338432312012/-0.1175534650683403,0.11227927356958389/1.0161468982696533/0.03343076631426811,0.0951182097196579/1.0925791263580322/-0.125102698802948,0.11554426699876785/1.0038814544677734/0.0287336353212595,0.09819131344556808/1.0818551778793335/-0.1352130025625229,0.11645882576704025/1.0003758668899536/0.03228054568171501,0.09791458398103714/1.0727603435516357/-0.12097164243459702,0.1533735990524292/1.0392682552337646/0.06076904758810997,0.14198487997055054/1.0639607906341553/-0.06041763722896576,0.16596338152885437/1.1704548597335815/0.2290506362915039,0.15365952253341675/1.1920337677001953/0.08858021348714828,0.18793171644210815/1.324097990989685/0.47622978687286377,0.14713549613952637/1.362720251083374/0.29782792925834656,0.18686413764953613/1.3534910678863525/0.49527227878570557,0.13905201852321625/1.3914645910263062/0.3153309226036072,0.21297934651374817/1.3528265953063965/0.44687288999557495,0.17287585139274597/1.3971585035324097/0.24015644192695618
59.0,0.13060742257921784/1.0390364505626537/0.00818405207246542,0.12439854443073273/0.6710373759269714/-0.13722942769527435,0.11629855632781982/0.6532518267631531/-0.15802188217639923,0.1143108382821083/0.6532718539237976/-0.15805596113204956,0.11235809326171875/0.6535435914993286/-0.15806753933429718,0.12119010090827942/0.6543946862220764/-0.1662205159664154,0.12188871204853058/0.656258225440979/-0.16635598242282867,0.12259247153997421/0.6575530171394348/-0.1665906310081482,0.10402832180261612/0.6692975759506226/-0.19279441237449646,0.118047334253788/0.6757867932319641/-0.2379113733768463,0.12156975269317627/0.6931708455085754/-0.14397640526294708,0.1247754767537117/0.6956039667129517/-0.1549668163061142,0.09305034577846527/0.7960084080696106/-0.13653378188610077,0.11794096976518631/0.7855605483055115/-0.2236422300338745,0.11550303548574448/0.9612868428230286/-0.07425155490636826,0.11328202486038208/0.974159836769104/-0.15836746990680695,0.11230441927909851/1.010195016860962/-0.007867736741900444,0.09695689380168915/1.066916823387146/-0.09255386143922806,0.11045262217521667/1.0255545377731323/-0.010963015258312225,0.09344867616891861/1.0960021018981934/-0.09613019227981567,0.11316424608230591/1.0116734504699707/-0.014336620457470417,0.095584437251091/1.08574378490448/-0.1103077083826065,0.11386650800704956/1.0074763298034668/-0.009220287203788757,0.0950947180390358/1.0760459899902344/-0.09781944751739502,0.15069358050823212/1.0442969799041748/0.033362697809934616,0.1436709314584732/1.0639448165893555/-0.032938022166490555,0.1680283397436142/1.172890543937683/0.15942811965942383,0.15021388232707977/1.2029588222503662/0.08516576886177063,0.18946751952171326/1.3409526348114014/0.3786682188510895,0.14739565551280975/1.3726428747177124/0.2724398374557495,0.18839117884635925/1.3701090812683105/0.3947235345840454,0.14043930172920227/1.404592514038086/0.2828439474105835,0.21204954385757446/1.3712540864944458/0.3324011564254761,0.17258214950561523/1.4088215827941895/0.21374648809432983
60.0,0.1323510510502038/1.0436577024283233/0.0054470858443959585,0.1302366703748703/0.6711421608924866/-0.1662212312221527,0.12117236107587814/0.6537825465202332/-0.1705755591392517,0.1194867268204689/0.6540635824203491/-0.17061759531497955,0.11785438656806946/0.6545615792274475/-0.1706348955631256,0.12454988062381744/0.6545255780220032/-0.1925126165151596,0.12448517978191376/0.6563118696212769/-0.19264395534992218,0.12446452677249908/0.6576242446899414/-0.19285094738006592,0.10745854675769806/0.6707102060317993/-0.19958528876304626,0.11826258152723312/0.6757990717887878/-0.24852164089679718,0.1268615424633026/0.6933470964431763/-0.15293143689632416,0.12829117476940155/0.6957095861434937/-0.18186278641223907,0.09695792943239212/0.7981473803520203/-0.12430427223443985,0.11491008847951889/0.7863646745681763/-0.2519306242465973,0.11926379799842834/0.9586061239242554/-0.05413191020488739,0.11044637113809586/0.974446177482605/-0.19192764163017273,0.11875217407941818/1.0136196613311768/0.003061573253944516,0.09548459202051163/1.0819823741912842/-0.09598588943481445,0.11833910644054413/1.0300496816635132/0.0003005807811859995,0.09052745252847672/1.1145801544189453/-0.10561608523130417,0.1196640357375145/1.0174750089645386/-0.005535869859158993,0.09441286325454712/1.108330488204956/-0.12887722253799438,0.11940935999155045/1.012653112411499/0.00012398383114486933,0.09458042681217194/1.096966028213501/-0.11182961612939835,0.15302404761314392/1.0438741445541382/0.04224688187241554,0.14277486503124237/1.0632258653640747/-0.041852712631225586,0.17009863257408142/1.176631212234497/0.17352791130542755,0.14820031821727753/1.2067642211914062/0.07779742032289505,0.19075237214565277/1.3413653373718262/0.39871492981910706,0.14690260589122772/1.3787442445755005/0.2640935182571411,0.18933892250061035/1.3715471029281616/0.4152613580226898,0.14037957787513733/1.4102892875671387/0.2757350206375122,0.21528173983097076/1.3746823072433472/0.3524343967437744,0.1728665828704834/1.4117052555084229/0.2048879712820053
