Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
26.0,0.10694874081484697/0.5484869115882449/-0.10431235545763264,0.08414106070995331/0.3617863357067108/-0.2994568943977356,0.08652588725090027/0.34918469190597534/-0.2884702682495117,0.08921487629413605/0.34909647703170776/-0.2884574234485626,0.09195119142532349/0.34912294149398804/-0.2884730100631714,0.0775299072265625/0.35021522641181946/-0.2953610420227051,0.07411305606365204/0.3507554829120636/-0.29541248083114624,0.07084449380636215/0.3513636291027069/-0.2954152524471283,0.09689224511384964/0.35402432084083557/-0.19501754641532898,0.06453347951173782/0.35954800248146057/-0.22879143059253693,0.09053987264633179/0.37193602323532104/-0.26192110776901245,0.07986552268266678/0.37334540486335754/-0.2716391086578369,0.12493381649255753/0.40313807129859924/-0.11734850704669952,0.039834246039390564/0.42379578948020935/-0.16463816165924072,0.15784664452075958/0.44838303327560425/-0.1143496185541153,0.004255861975252628/0.49634456634521484/-0.16534438729286194,0.14301767945289612/0.49338778853416443/-0.23559263348579407,0.045537061989307404/0.5224129557609558/-0.22537414729595184,0.13713663816452026/0.5076249241828918/-0.2669656574726105,0.05990605428814888/0.5320305228233337/-0.24899642169475555,0.13314586877822876/0.5004603862762451/-0.27596160769462585,0.06386368721723557/0.5231540203094482/-0.25436529517173767,0.13342998921871185/0.4958496689796448/-0.24088451266288757,0.05911143496632576/0.5194194316864014/-0.2266179621219635,0.1261475831270218/0.5578747391700745/0.01480032503604889,0.07959108054637909/0.5698947906494141/-0.014922156929969788,0.15316295623779297/0.6657159924507141/0.06971494108438492,0.09964597225189209/0.677428126335144/0.017508279532194138,0.17818200588226318/0.7541427612304688/0.18850953876972198,0.11230765283107758/0.7661759257316589/0.1516534984111786,0.17388378083705902/0.7720450162887573/0.19730821251869202,0.11374227702617645/0.7752320170402527/0.16197451949119568,0.20718547701835632/0.781655490398407/0.11718443781137466,0.12577605247497559/0.8023405075073242/0.07309980690479279
27.0,0.1070374531533431/0.5488083119745608/-0.08405390557729536,0.08421438187360764/0.3619784116744995/-0.29153186082839966,0.0866091400384903/0.3493335545063019/-0.28506726026535034,0.08934858441352844/0.34929531812667847/-0.28504079580307007,0.09213133156299591/0.3493874967098236/-0.28500688076019287,0.07767906785011292/0.3503307104110718/-0.28721368312835693,0.07428137212991714/0.35089749097824097/-0.2872161567211151,0.07099306583404541/0.35156217217445374/-0.28718405961990356,0.09730664640665054/0.3544480502605438/-0.18991880118846893,0.06463352590799332/0.3597981631755829/-0.21840281784534454,0.0907047837972641/0.3721776604652405/-0.2577272653579712,0.08007611334323883/0.37351542711257935/-0.26187825202941895,0.12533676624298096/0.40315601229667664/-0.11082562059164047,0.040592364966869354/0.42370906472206116/-0.15264466404914856,0.15751364827156067/0.44924482703208923/-0.0844021588563919,0.005233927629888058/0.4958506226539612/-0.13618223369121552,0.14318987727165222/0.4958529472351074/-0.17054030299186707,0.045559339225292206/0.522483766078949/-0.17202529311180115,0.1373458206653595/0.5095216035842896/-0.19445888698101044,0.059856317937374115/0.5320649743080139/-0.18917135894298553,0.13343451917171478/0.5014997720718384/-0.20369108021259308,0.06384170055389404/0.5232706665992737/-0.19502238929271698,0.1336662322282791/0.49695250391960144/-0.174801304936409,0.05902569741010666/0.5195616483688354/-0.17298118770122528,0.12626728415489197/0.5579582452774048/0.01516113243997097,0.07985252141952515/0.5698873996734619/-0.01528922002762556,0.15285247564315796/0.6653324961662292/0.06897138059139252,0.09970510751008987/0.6775237321853638/0.021711664274334908,0.1773802638053894/0.7538549304008484/0.1706920564174652,0.11237945407629013/0.766360342502594/0.14520037174224854,0.1729360967874527/0.7715545892715454/0.17654190957546234,0.11380293220281601/0.7758201956748962/0.15582101047039032,0.20758064091205597/0.7820531129837036/0.0994739681482315,0.12572279572486877/0.8023932576179504/0.06846575438976288
28.0,0.10699064782993109/0.5492562927581646/-0.07295555083288087,0.08401660621166229/0.3619592487812042/-0.29128527641296387,0.0862734317779541/0.3491427004337311/-0.28242939710617065,0.08908115327358246/0.3491331934928894/-0.28240498900413513,0.09189559519290924/0.3492666780948639/-0.2824195921421051,0.07723710685968399/0.35018834471702576/-0.28560906648635864,0.07383739203214645/0.3507988750934601/-0.28566083312034607,0.07051648199558258/0.3515095114707947/-0.2856685519218445,0.09711181372404099/0.3544301986694336/-0.19442573189735413,0.06388604640960693/0.3598405420780182/-0.21462783217430115,0.09069816768169403/0.3722214102745056/-0.25625890493392944,0.07992814481258392/0.37354418635368347/-0.26119932532310486,0.1255996972322464/0.4030478894710541/-0.11492804437875748,0.04023367911577225/0.42381033301353455/-0.15149325132369995,0.15704521536827087/0.449312299489975/-0.05656548589468002,0.005410612095147371/0.49578672647476196/-0.1261565238237381,0.14330950379371643/0.4976021349430084/-0.09386738389730453,0.04582534730434418/0.522508442401886/-0.16474658250808716,0.13759374618530273/0.5114291310310364/-0.11014987528324127,0.0598645880818367/0.5321223735809326/-0.18230272829532623,0.13353559374809265/0.5031148195266724/-0.12329169362783432,0.06366845965385437/0.5233030915260315/-0.18870660662651062,0.1337183713912964/0.49843889474868774/-0.09802477061748505,0.058912165462970734/0.5195869207382202/-0.16608640551567078,0.126359224319458/0.5578758716583252/0.012115218676626682,0.07983353734016418/0.5698543787002563/-0.012197649106383324,0.15326091647148132/0.6659280061721802/0.04172774404287338,0.09969481080770493/0.6787614226341248/0.015452918596565723,0.17821215093135834/0.7536009550094604/0.16029880940914154,0.11270710080862045/0.7671888470649719/0.1439269781112671,0.17436940968036652/0.7688397169113159/0.1677793562412262,0.11449698358774185/0.7771300673484802/0.1537366360425949,0.20374521613121033/0.7861306071281433/0.0819837898015976,0.1257103830575943/0.8025513887405396/0.059492748230695724
29.0,0.1072189042310196/0.5496652876889264/-0.07260851486137619,0.08408434689044952/0.36196908354759216/-0.2579677700996399,0.08615599572658539/0.34896665811538696/-0.25213244557380676,0.08898018300533295/0.3489614725112915/-0.25212156772613525,0.0918092206120491/0.3491154611110687/-0.2521638870239258,0.07707366347312927/0.35007864236831665/-0.2550554871559143,0.07364039868116379/0.35074087977409363/-0.255132257938385,0.07027853280305862/0.3515060245990753/-0.25516781210899353,0.09701830893754959/0.35437723994255066/-0.18494021892547607,0.06333866715431213/0.35988757014274597/-0.19921116530895233,0.09081931412220001/0.37224486470222473/-0.22948727011680603,0.08000657707452774/0.3735838234424591/-0.23395094275474548,0.12580198049545288/0.40306100249290466/-0.11316782236099243,0.03963131457567215/0.4240718185901642/-0.14469018578529358,0.15717628598213196/0.4494754672050476/-0.06543533504009247,0.00458693178370595/0.4968019723892212/-0.12226952612400055,0.1441197246313095/0.49934542179107666/-0.1060892790555954,0.04615689069032669/0.5225311517715454/-0.1500260829925537,0.138125479221344/0.5130603313446045/-0.12697984278202057,0.06012241914868355/0.5321632623672485/-0.16316728293895721,0.1338834911584854/0.5043622851371765/-0.13837245106697083,0.06390907615423203/0.5233376026153564/-0.16548795998096466,0.1342659890651703/0.4996764361858368/-0.11152312904596329,0.059196989983320236/0.5196197032928467/-0.1492926925420761,0.1264447420835495/0.5578269958496094/0.011560007929801941,0.07982930541038513/0.5698429942131042/-0.011666487902402878,0.15344266593456268/0.6673096418380737/0.036117665469646454,0.0997617095708847/0.679391086101532/0.015715578570961952,0.17879948019981384/0.7571216225624084/0.12938076257705688,0.11368376016616821/0.767176628112793/0.128362238407135,0.175169438123703/0.7701000571250916/0.1350502073764801,0.11577658355236053/0.7752084136009216/0.13669177889823914,0.2034546136856079/0.7850998044013977/0.06272737681865692,0.12630432844161987/0.8023164868354797/0.05768992751836777
30.0,0.10742848451007847/0.5500182995089778/-0.09227168304776703,0.08415566384792328/0.36181020736694336/-0.29563528299331665,0.0861600860953331/0.3486596941947937/-0.2845693528652191,0.08899679034948349/0.3487035632133484/-0.2845631241798401,0.09184597432613373/0.34891805052757263/-0.2846081554889679,0.07705790549516678/0.3497694730758667/-0.2885206341743469,0.0736163929104805/0.3504944145679474/-0.28859299421310425,0.07026136666536331/0.35133105516433716/-0.2886139154434204,0.09707245230674744/0.3543621897697449/-0.19285015761852264,0.06345424801111221/0.35992395877838135/-0.21183037757873535,0.0909133031964302/0.37223532795906067/-0.25809985399246216,0.08012519776821136/0.3735221326351166/-0.26383623480796814,0.12593451142311096/0.40312719345092773/-0.11365938186645508,0.03961344435811043/0.4245469868183136/-0.1464836299419403,0.15735657513141632/0.44951897859573364/-0.07567112892866135,0.004225459415465593/0.4978514015674591/-0.1412341445684433,0.1450001746416092/0.4996381998062134/-0.16073410212993622,0.04631347209215164/0.5227302312850952/-0.21471920609474182,0.13894851505756378/0.5133587121963501/-0.18713554739952087,0.06022803857922554/0.5322126746177673/-0.23860971629619598,0.13453741371631622/0.5047146677970886/-0.1995634138584137,0.06392223387956619/0.5233797430992126/-0.24357911944389343,0.13503657281398773/0.500043511390686/-0.16639545559883118,0.059408653527498245/0.5196321606636047/-0.21624962985515594,0.12652267515659332/0.5582110285758972/0.011598287150263786,0.0799550712108612/0.5702427625656128/-0.011678259819746017,0.15362516045570374/0.6693354845046997/0.028005803003907204,0.09980848431587219/0.6804621815681458/0.015260672196745872,0.1784723401069641/0.7579841613769531/0.1405639946460724,0.11440662294626236/0.7671338319778442/0.16204218566417694,0.1771382987499237/0.7688865661621094/0.15584638714790344,0.11658096313476562/0.7751381397247314/0.17450985312461853,0.20108512043952942/0.7882192730903625/0.07723876088857651,0.12672841548919678/0.802272379398346/0.08156325668096542
31.0,0.10711766332732858/0.5491625710769936/-0.05712723835474915,0.08415884524583817/0.36168181896209717/-0.27542704343795776,0.08612494170665741/0.3479463458061218/-0.2629912495613098,0.08904377371072769/0.3480859696865082/-0.26296353340148926,0.09196654707193375/0.3484098017215729/-0.262981653213501,0.07669825106859207/0.3487657904624939/-0.2668665051460266,0.07312460988759995/0.34944474697113037/-0.2669168710708618,0.06964750587940216/0.3502451479434967/-0.26692473888397217,0.0972161740064621/0.354103684425354/-0.17086730897426605,0.06274386495351791/0.3595269024372101/-0.1900966763496399,0.09099078178405762/0.37225401401519775/-0.23766188323497772,0.08006863296031952/0.3735103905200958/-0.24307358264923096,0.12596622109413147/0.40340957045555115/-0.09404315799474716,0.038741834461688995/0.425187885761261/-0.13149966299533844,0.15780720114707947/0.44943854212760925/-0.029089774936437607,0.004287897143512964/0.49965304136276245/-0.13996224105358124,0.14573803544044495/0.49950873851776123/-0.07963941991329193,0.046519190073013306/0.5229937434196472/-0.22393544018268585,0.13964976370334625/0.5134612917900085/-0.09839329868555069,0.06073664873838425/0.5322281122207642/-0.2503015697002411,0.1350346803665161/0.5049008131027222/-0.11069021373987198,0.06462231278419495/0.5234218835830688/-0.2527550160884857,0.13555507361888885/0.5001670122146606/-0.08390489220619202,0.06020919233560562/0.5196505784988403/-0.22494494915008545,0.1265355497598648/0.559035062789917/0.010208874009549618,0.07987575232982635/0.5708369612693787/-0.010306385345757008,0.1536647379398346/0.669417142868042/0.03656201437115669,0.09977518022060394/0.6786405444145203/0.04786646366119385,0.17651595175266266/0.7548208236694336/0.20735566318035126,0.11416764557361603/0.7626415491104126/0.22874148190021515,0.17695865035057068/0.7596690654754639/0.2222658395767212,0.11584153026342392/0.7669566869735718/0.24566695094108582,0.192408949136734/0.7894048094749451/0.14109870791435242,0.1263866126537323/0.8008687496185303/0.16439108550548553
32.0,0.10696203361644789/0.5497151017189026/-0.05262283692826276,0.08396904170513153/0.3614994287490845/-0.2679961323738098,0.08593757450580597/0.3473602533340454/-0.25676044821739197,0.0889522060751915/0.34753555059432983/-0.25673162937164307,0.09196925908327103/0.34790799021720886/-0.2567509710788727,0.07620998471975327/0.3480914831161499/-0.25992006063461304,0.07257253676652908/0.3487864136695862/-0.2599768042564392,0.06905358284711838/0.3496134579181671/-0.2599913775920868,0.0973176509141922/0.35375747084617615/-0.16908106207847595,0.06222549080848694/0.3593466579914093/-0.1851891577243805,0.0909748524427414/0.372243732213974/-0.23218472301959991,0.0798211619257927/0.3734685480594635/-0.2366756647825241,0.12615236639976501/0.40356960892677307/-0.09393134713172913,0.038369663059711456/0.42556196451187134/-0.12769052386283875,0.15832671523094177/0.44920259714126587/-0.01429939828813076,0.00449614692479372/0.500339150428772/-0.13898178935050964,0.14623115956783295/0.4993530809879303/-0.04043702036142349,0.04664573818445206/0.5233283638954163/-0.22487373650074005,0.14024832844734192/0.5135270953178406/-0.053526174277067184,0.061173707246780396/0.5323089957237244/-0.25027310848236084,0.13546492159366608/0.5052182078361511/-0.06680718809366226,0.06510203331708908/0.5234580636024475/-0.2525143623352051,0.1359025090932846/0.5003315210342407/-0.04418911784887314,0.06073495000600815/0.5196672081947327/-0.2257545441389084,0.1265769600868225/0.5595855116844177/0.006808052305132151,0.0795430988073349/0.5712194442749023/-0.006922063417732716,0.15354792773723602/0.6700331568717957/0.02078361064195633,0.09967589378356934/0.6766794323921204/0.05667271465063095,0.17683270573616028/0.7573184370994568/0.17664872109889984,0.11349450051784515/0.7601547241210938/0.23686638474464417,0.1768946498632431/0.7631435990333557/0.19004830718040466,0.11480792611837387/0.7646533250808716/0.2530704736709595,0.18763591349124908/0.8027910590171814/0.09614135324954987,0.12580889463424683/0.8005473613739014/0.1734708994626999
33.0,0.10691227741470491/0.5536193505481437/-0.05993343017891877,0.08388573676347733/0.36148935556411743/-0.26565104722976685,0.08584266155958176/0.34701743721961975/-0.25433093309402466,0.08890416473150253/0.34720608592033386/-0.2543143033981323,0.09197374433279037/0.3475973904132843/-0.2543409466743469,0.0758783146739006/0.3476811647415161/-0.2572574317455292,0.07212178409099579/0.34838125109672546/-0.2573252320289612,0.06849896907806396/0.3492279350757599/-0.25735923647880554,0.0973757952451706/0.3535693883895874/-0.16662897169589996,0.061737604439258575/0.3591913878917694/-0.1803523302078247,0.0909656435251236/0.37226712703704834/-0.22986695170402527,0.07959820330142975/0.3735368847846985/-0.2339136153459549,0.1263122856616974/0.4038059413433075/-0.09001541882753372,0.038445353507995605/0.426040381193161/-0.12595179677009583,0.15883955359458923/0.4491959810256958/-0.011412553489208221,0.004655161406844854/0.500175416469574/-0.14809314906597137,0.14648525416851044/0.4993366003036499/-0.04110530763864517,0.04677798971533775/0.5233585238456726/-0.253642201423645,0.1405111700296402/0.5135846734046936/-0.05377105623483658,0.061208128929138184/0.5323053598403931/-0.2809332609176636,0.1357545256614685/0.5055643320083618/-0.06696266680955887,0.06513992697000504/0.5232979655265808/-0.2846401333808899,0.13614079356193542/0.5006511807441711/-0.04481184110045433,0.06078307703137398/0.519420325756073/-0.25521355867385864,0.12652762234210968/0.560664713382721/0.0033941150177270174,0.07927413284778595/0.5717421770095825/-0.0034768586046993732,0.15341618657112122/0.6738182306289673/-0.01974164880812168,0.09929788112640381/0.6736831665039062/0.1131981834769249,0.17566844820976257/0.7880772948265076/0.056597571820020676,0.11305505037307739/0.7590173482894897/0.3325541019439697,0.17541766166687012/0.8006318807601929/0.058436520397663116,0.11445742845535278/0.7644327282905579/0.35143882036209106,0.19013847410678864/0.8385851979255676/-0.05227937176823616,0.1247624009847641/0.800278902053833/0.27464181184768677
34.0,0.10715686829967631/0.552106076920474/-0.09067703552406144,0.08390719443559647/0.36145487427711487/-0.3256426751613617,0.0859050378203392/0.3467715084552765/-0.3115801513195038,0.08897003531455994/0.3470653295516968/-0.31154972314834595,0.09199590235948563/0.34754517674446106/-0.31156080961227417,0.07582589238882065/0.3470926880836487/-0.3149285912513733,0.07201043516397476/0.3476871848106384/-0.314996600151062,0.06835263967514038/0.34842270612716675/-0.3150022625923157,0.09757997840642929/0.35356658697128296/-0.2040589153766632,0.061631955206394196/0.358552485704422/-0.21964244544506073,0.09099845588207245/0.3723180890083313/-0.2827363610267639,0.0794813483953476/0.3735587000846863/-0.28745266795158386,0.12637998163700104/0.40406534075737/-0.11283095926046371,0.03852883726358414/0.42630085349082947/-0.14485445618629456,0.15985992550849915/0.44922056794166565/-0.05970493704080582,0.004683385603129864/0.5002497434616089/-0.1695357859134674,0.14681842923164368/0.4992746114730835/-0.13470908999443054,0.04686623811721802/0.5237400531768799/-0.2891325354576111,0.14071761071681976/0.5135133266448975/-0.15776561200618744,0.06146292760968208/0.5323280692100525/-0.32013893127441406,0.13610222935676575/0.5055381655693054/-0.17048689723014832,0.06536298990249634/0.5233162641525269/-0.3251149356365204,0.13648416101932526/0.5006676912307739/-0.1395590603351593,0.06089083105325699/0.5194347500801086/-0.2916249632835388,0.12655211985111237/0.5606014728546143/0.004940091632306576,0.0792577788233757/0.5717392563819885/-0.005032454617321491,0.15348000824451447/0.6732329726219177/0.00720463041216135,0.09930489957332611/0.6728764772415161/0.04779697209596634,0.17750808596611023/0.7815070748329163/0.17665055394172668,0.11287558078765869/0.7601660490036011/0.2415461540222168,0.17563588917255402/0.7912572026252747/0.18906958401203156,0.11428944766521454/0.7658405900001526/0.25639262795448303,0.19207990169525146/0.8119773268699646/0.08389102667570114,0.1244952529668808/0.8005654811859131/0.1842520833015442
35.0,0.10753024497103912/0.5498966629858371/-0.08691390841785404,0.08426884561777115/0.36148807406425476/-0.32355204224586487,0.08604233711957932/0.34678781032562256/-0.3095446825027466,0.0892038494348526/0.34707877039909363/-0.30951204895973206,0.09244833141565323/0.3475598096847534/-0.3095206916332245,0.07591497153043747/0.34714359045028687/-0.314161479473114,0.0721157044172287/0.3477521538734436/-0.31422722339630127,0.06844155490398407/0.3484964668750763/-0.31423017382621765,0.09791070222854614/0.35356971621513367/-0.20251210033893585,0.06144856661558151/0.3585854768753052/-0.2242346704006195,0.09133593738079071/0.37240085005760193/-0.2808821499347687,0.07969383895397186/0.37374788522720337/-0.2872796654701233,0.12654633820056915/0.40407782793045044/-0.11043331772089005,0.038597166538238525/0.42656847834587097/-0.15618838369846344,0.1603984832763672/0.44923344254493713/-0.057794857770204544,0.004747659899294376/0.5001426935195923/-0.1809234321117401,0.14740289747714996/0.49836719036102295/-0.13787636160850525,0.0471179261803627/0.5237814784049988/-0.2879303991794586,0.14145374298095703/0.5121554732322693/-0.16197529435157776,0.061966996639966965/0.5321969985961914/-0.31788402795791626,0.1369400918483734/0.5049325227737427/-0.17569498717784882,0.06606196612119675/0.5232159495353699/-0.32257068157196045,0.13713231682777405/0.5002607703208923/-0.14379271864891052,0.06157335638999939/0.5193954706192017/-0.29004690051078796,0.1269419938325882/0.5605753660202026/0.011335689574480057,0.07958942651748657/0.5719481110572815/-0.01145369652658701,0.15350499749183655/0.6710028052330017/0.05838810279965401,0.09974728524684906/0.6730785369873047/0.024938054382801056,0.17757335305213928/0.764316976070404/0.246458500623703,0.11274905502796173/0.7605515122413635/0.2075577676296234,0.1749565601348877/0.7779932618141174/0.2612482011318207,0.11410395801067352/0.765908420085907/0.2229689061641693,0.19419454038143158/0.7862197160720825/0.17234912514686584,0.12535861134529114/0.8014948964118958/0.12110581248998642
36.0,0.10778910206216905/0.5491641759872437/-0.09552190166518644,0.08439123630523682/0.36160072684288025/-0.3397842049598694,0.08620046079158783/0.3468141257762909/-0.325679212808609,0.08945928514003754/0.3471467196941376/-0.32564088702201843,0.09287907928228378/0.34768739342689514/-0.32565075159072876,0.07598347961902618/0.34718769788742065/-0.3302755355834961,0.07218916714191437/0.3478012979030609/-0.3303431570529938,0.06850574165582657/0.3485502600669861/-0.33033591508865356,0.09831530600786209/0.3536756932735443/-0.21640470623970032,0.061477191746234894/0.35872262716293335/-0.23877708613872528,0.09146438539028168/0.37268245220184326/-0.2963807284832001,0.07972285151481628/0.3740907907485962/-0.3028486371040344,0.12661205232143402/0.40408608317375183/-0.12029830366373062,0.0387137308716774/0.4266141653060913/-0.16776299476623535,0.16100606322288513/0.44927459955215454/-0.07273881137371063,0.0048807174898684025/0.5000883340835571/-0.18866395950317383,0.147801011800766/0.4979571998119354/-0.1568506509065628,0.04716578871011734/0.5237985849380493/-0.28989046812057495,0.14184997975826263/0.5115777850151062/-0.18079817295074463,0.062034882605075836/0.5315059423446655/-0.31882384419441223,0.13736023008823395/0.504570484161377/-0.1939089298248291,0.06608275324106216/0.5222124457359314/-0.3232609033584595,0.13750094175338745/0.5000011920928955/-0.16253244876861572,0.06159530207514763/0.5183961987495422/-0.29177185893058777,0.12711754441261292/0.5605428814888/0.013340553268790245,0.08010769635438919/0.5721752047538757/-0.013476747088134289,0.1535482257604599/0.6696292757987976/0.06981852650642395,0.10006220638751984/0.6732016205787659/0.0234464630484581,0.17750133574008942/0.7574567198753357/0.24419817328453064,0.1125670075416565/0.7606418132781982/0.1967659592628479,0.17424018681049347/0.7726534605026245/0.25768333673477173,0.11394254118204117/0.7664346098899841/0.21140918135643005,0.1966564804315567/0.7819567918777466/0.168760746717453,0.1265881061553955/0.8018850684165955/0.11045917123556137
37.0,0.10838635648704237/0.5488645346076401/-0.07795704063028097,0.08490981161594391/0.3620677590370178/-0.32137948274612427,0.08658700436353683/0.34732475876808167/-0.31000185012817383,0.089890256524086/0.34770822525024414/-0.3099569082260132,0.0934174582362175/0.34830349683761597/-0.30995893478393555,0.0762382298707962/0.34750598669052124/-0.3148936629295349,0.07232479751110077/0.34807077050209045/-0.3149557411670685,0.06856770813465118/0.3487986624240875/-0.31494516134262085,0.09845737367868423/0.35398808121681213/-0.2135438621044159,0.06155603006482124/0.35903310775756836/-0.2382063865661621,0.09173456579446793/0.37319427728652954/-0.28223538398742676,0.07994706928730011/0.3746299147605896/-0.28909724950790405,0.12665686011314392/0.404061883687973/-0.12340541183948517,0.03873556852340698/0.4265761971473694/-0.17241574823856354,0.16151051223278046/0.44928261637687683/-0.07049679756164551,0.004949341528117657/0.499310702085495/-0.16933061182498932,0.14882974326610565/0.4978395998477936/-0.14233288168907166,0.047207463532686234/0.5242338180541992/-0.1913212239742279,0.1425647735595703/0.5112980008125305/-0.16402322053909302,0.06227077171206474/0.5315290093421936/-0.20837724208831787,0.13821321725845337/0.5044576525688171/-0.17597924172878265,0.06630808860063553/0.5222386121749878/-0.2131202220916748,0.13842293620109558/0.4999214708805084/-0.14732906222343445,0.06166815757751465/0.5184183716773987/-0.19147206842899323,0.12722247838974/0.5599333047866821/0.015461239032447338,0.08051139861345291/0.5721675753593445/-0.015609115362167358,0.15344135463237762/0.6664720773696899/0.08375351130962372,0.10059992969036102/0.6733291149139404/0.039545074105262756,0.17763665318489075/0.7541195154190063/0.21370117366313934,0.112399160861969/0.760733962059021/0.19098924100399017,0.17384323477745056/0.7716028690338135/0.22377867996692657,0.11380231380462646/0.7666124105453491/0.20317359268665314,0.20589785277843475/0.7803871631622314/0.14064782857894897,0.12713496387004852/0.8019033670425415/0.1137847751379013
38.0,0.10873898424001203/0.5488638480504354/-0.05794493529807638,0.0851612314581871/0.3629259467124939/-0.2830559015274048,0.08685429394245148/0.348134845495224/-0.27472347021102905,0.09022439271211624/0.3485065698623657/-0.27467408776283264,0.09385552257299423/0.34910163283348083/-0.27466487884521484,0.07643657922744751/0.34838834404945374/-0.2792274057865143,0.07246722280979156/0.3489759564399719/-0.2792801260948181,0.06865382194519043/0.3497177064418793/-0.2792638838291168,0.09868860989809036/0.354448139667511/-0.19402363896369934,0.06160088628530502/0.3593825399875641/-0.21748590469360352,0.09186903387308121/0.37402790784835815/-0.24954016506671906,0.08003893494606018/0.3757263720035553/-0.2558863162994385,0.12666885554790497/0.4040659964084625/-0.1153399795293808,0.03884010761976242/0.42658868432044983/-0.16858775913715363,0.1619979292154312/0.44922134280204773/-0.0579996220767498,0.004968584049493074/0.49894216656684875/-0.12407932430505753,0.14943385124206543/0.4976213276386261/-0.11329998075962067,0.04723386839032173/0.5247095823287964/-0.12775233387947083,0.14304275810718536/0.51088947057724/-0.13147899508476257,0.06271326541900635/0.5318061709403992/-0.13978634774684906,0.1385912001132965/0.5043185949325562/-0.14176127314567566,0.06669698655605316/0.522392988204956/-0.14318129420280457,0.13875780999660492/0.49984875321388245/-0.11731761693954468,0.061781566590070724/0.5186329483985901/-0.1267852783203125,0.1273535192012787/0.5598090887069702/0.01760246604681015,0.08114825189113617/0.5722666382789612/-0.017772527411580086,0.1534322053194046/0.6650962829589844/0.08077132701873779,0.10103317350149155/0.6734219193458557/0.045139435678720474,0.1777580827474594/0.7527753710746765/0.19729992747306824,0.1122116893529892/0.7607735991477966/0.1812673956155777,0.1734021008014679/0.7709600925445557/0.20299510657787323,0.11374370753765106/0.7667825818061829/0.19233448803424835,0.21022753417491913/0.7800629734992981/0.12799224257469177,0.12755683064460754/0.8018264174461365/0.1152186170220375
39.0,0.10918633229340668/0.5490149193339877/-0.04981019306513998,0.08533429354429245/0.36329951882362366/-0.2718023657798767,0.0869530588388443/0.34843710064888/-0.2645775377750397,0.09036816656589508/0.3487136960029602/-0.26452913880348206,0.09402994811534882/0.3492334187030792/-0.26452094316482544,0.07647005468606949/0.34906071424484253/-0.2685202956199646,0.07248815894126892/0.3497951626777649/-0.2685800790786743,0.068666473031044/0.35065126419067383/-0.26857680082321167,0.09875316917896271/0.3544728457927704/-0.18839006125926971,0.06163916736841202/0.35977062582969666/-0.20911160111427307,0.09204407036304474/0.37429535388946533/-0.23991386592388153,0.08019651472568512/0.3761710822582245/-0.24561123549938202,0.12679819762706757/0.40411725640296936/-0.11333121359348297,0.04011809825897217/0.4266031086444855/-0.16488155722618103,0.16245172917842865/0.4489983916282654/-0.04385810345411301,0.00584013108164072/0.4973478317260742/-0.11366255581378937,0.14949922263622284/0.4973950684070587/-0.08031384646892548,0.048218220472335815/0.5261184573173523/-0.1085955947637558,0.14308978617191315/0.5104435086250305/-0.09437113255262375,0.06414124369621277/0.5331481695175171/-0.11776536703109741,0.13867105543613434/0.5041822791099548/-0.10524821281433105,0.06802310049533844/0.5239760279655457/-0.12003239244222641,0.1388215720653534/0.4998008906841278/-0.0838681012392044,0.0632895976305008/0.520598828792572/-0.10689707845449448,0.12751643359661102/0.5596675872802734/0.018552016466856003,0.08138056099414825/0.5723100304603577/-0.01872832328081131,0.153423011302948/0.6641779541969299/0.07398520410060883,0.10122726112604141/0.6733437180519104/0.044902823865413666,0.17824441194534302/0.7525718212127686/0.17199698090553284,0.11193853616714478/0.760822057723999/0.1784054934978485,0.17334511876106262/0.7709530591964722/0.17777219414710999,0.11357025057077408/0.7672473192214966/0.18947698175907135,0.2127152383327484/0.779771625995636/0.11073313653469086,0.1277409791946411/0.801798403263092/0.11568256467580795
