Body_ID,Date,Time,0_NOSE,1_NECK,2_RIGHT_SHOULDER,3_RIGHT_ELBOW,4_RIGHT_WRIST,5_LEFT_SHOULDER,6_LEFT_ELBOW,7_LEFT_WRIST,8_RIGHT_HIP,9_RIGHT_KNEE,10_RIGHT_ANKLE,11_LEFT_HIP,12_LEFT_KNEE,13_LEFT_ANKLE,14_RIGHT_EYE,15_LEFT_EYE,16_RIGHT_EAR,17_LEFT_EAR
18,2023-04-04,16:21:00.824216,"-1.444607,-0.06542781,-2.5201035","-1.3948418,-0.19508481,-2.6177046","-1.5447087,-0.19038802,-2.6020477","-1.551777,-0.38740927,-2.6247096","-1.5587503,-0.57663614,-2.6482558","-1.244975,-0.19978166,-2.633361","-1.2520435,-0.3968029,-2.6560228","-1.2590168,-0.58602965,-2.679569","-1.4937775,-0.6327983,-2.6281762","-1.5094005,-1.0801277,-2.6745658","-1.5273553,-1.4723473,-2.7509956","-1.3277575,-0.6376003,-2.6480544","-1.3433805,-1.0849298,-2.6944442","-1.3613352,-1.4771495,-2.7708735","-1.469702,-0.026572168,-2.5457582","-1.4146839,-0.023956478,-2.5336099","-1.5015827,-0.021435559,-2.6425385","-1.3456978,-0.014024198,-2.6081178"
17,2023-04-04,16:21:00.826209,"-2.111807,-0.03582138,-2.6418884","-2.0967717,-0.17437875,-2.7260227","-2.2192223,-0.1716485,-2.747828","-2.2852535,-0.34715408,-2.6924794","-2.3451514,-0.44828454,-2.545759","-1.9743208,-0.17710894,-2.7042174","-1.9767593,-0.36593944,-2.7548425","-1.9808505,-0.5497769,-2.793944","-2.1745548,-0.61997914,-2.830989","-2.1799634,-1.0011704,-2.9245124","-2.1860454,-1.3414447,-3.0014586","-2.007514,-0.6250146,-2.7977066","-2.0075953,-1.0106214,-2.8711236","-2.0081272,-1.3538018,-2.9341402","-2.1330824,-0.0011354089,-2.6516452","-2.0870883,-0.0020703673,-2.642774","-2.1654077,-0.0007714629,-2.710828","-2.0350902,-0.0034205317,-2.6856935"
18,2023-04-04,16:21:00.931856,"-1.4530455,-0.11689228,-2.3336205","-1.4130716,-0.22848362,-2.4245718","-1.5627601,-0.22221294,-2.419187","-1.5705749,-0.41856387,-2.4410856","-1.5781454,-0.6071506,-2.463947","-1.2633829,-0.23475447,-2.4299562","-1.2711978,-0.4311055,-2.4518545","-1.2787682,-0.6196923,-2.474716","-1.5157709,-0.66471094,-2.4356706","-1.535124,-1.1120932,-2.480105","-1.553884,-1.5042245,-2.5567935","-1.3483331,-0.6724061,-2.4437702","-1.3676863,-1.1197885,-2.4882047","-1.3864462,-1.5119197,-2.5648932","-1.4762049,-0.07655439,-2.352773","-1.4224452,-0.077506036,-2.3401532","-1.5071565,-0.061872423,-2.441376","-1.3548374,-0.06456894,-2.4056199"
17,2023-04-04,16:21:00.933849,"-2.0988212,-0.066486746,-2.4074526","-2.0619364,-0.20814243,-2.4924638","-2.1878288,-0.20691541,-2.5164874","-2.213365,-0.40335846,-2.4713345","-2.243838,-0.5326904,-2.3281178","-1.936044,-0.20936954,-2.4684393","-1.9406269,-0.40891662,-2.5063968","-1.9453404,-0.60107815,-2.5412996","-2.142996,-0.6691321,-2.554861","-2.1534941,-1.057783,-2.6236377","-2.159856,-1.400374,-2.699553","-1.9724748,-0.67203915,-2.521337","-1.976252,-1.0628818,-2.577171","-1.9749392,-1.4061744,-2.6501148","-2.1199217,-0.030598164,-2.4244192","-2.0732243,-0.029598027,-2.4097204","-2.144488,-0.03260967,-2.4957662","-2.0121787,-0.029776067,-2.4541204"
19,2023-04-04,16:21:00.935843,"-1.1150396,0.20610446,-4.317195","-1.125297,0.08249152,-4.41708","-1.2723819,0.09049356,-4.3668723","-1.3318758,-0.11734766,-4.414237","-1.3825892,-0.32225907,-4.441163","-0.9782117,0.07448989,-4.467289","-0.9508755,-0.13183278,-4.5425525","-0.9186037,-0.33555543,-4.5949087","-1.2680001,-0.37814838,-4.4837284","-1.2666874,-0.721953,-4.392462","-1.318997,-0.9928928,-4.5468373","-1.0974818,-0.38827646,-4.538557","-1.1286418,-0.7355928,-4.6087947","-1.1545398,-1.0455981,-4.665387","-1.1488062,0.23759407,-4.3324313","-1.0957696,0.24345279,-4.341643","-1.2124474,0.23944014,-4.405899","-1.0621767,0.2560398,-4.431999"
18,2023-04-04,16:21:01.024547,"-1.4618793,-0.13205224,-2.2399554","-1.4207497,-0.2552675,-2.3323472","-1.5696919,-0.24437234,-2.3446236","-1.5807691,-0.4427467,-2.371058","-1.5912871,-0.633301,-2.397919","-1.2718072,-0.2661627,-2.3200707","-1.2634457,-0.46509513,-2.3430898","-1.2552265,-0.65612996,-2.3671966","-1.5328714,-0.6879843,-2.3801944","-1.5600798,-1.1336721,-2.436069","-1.5816134,-1.5246861,-2.5175843","-1.365958,-0.70071685,-2.368316","-1.3931663,-1.1464049,-2.4241905","-1.4146998,-1.5374182,-2.5057054","-1.4794959,-0.09071329,-2.261366","-1.4274167,-0.09636092,-2.243969","-1.5017607,-0.0767785,-2.3507316","-1.3542022,-0.092779934,-2.3014407"
17,2023-04-04,16:21:01.025543,"-2.08974,-0.069346875,-2.294088","-2.0474114,-0.20205906,-2.3788323","-2.1790361,-0.197447,-2.401707","-2.1924167,-0.3972591,-2.365539","-2.2119246,-0.53731596,-2.2302945","-1.9157867,-0.20667121,-2.3559575","-1.926645,-0.4070389,-2.3898225","-1.9367906,-0.5994312,-2.4240277","-2.1436222,-0.6485398,-2.420563","-2.1646798,-1.0392864,-2.4808476","-2.1796794,-1.382929,-2.5553129","-1.9732462,-0.65487206,-2.3915665","-1.9840031,-1.0479321,-2.4379194","-1.9878416,-1.3920689,-2.5115092","-2.1100984,-0.032524556,-2.3105571","-2.0639763,-0.032229125,-2.2937605","-2.1313329,-0.030883312,-2.383773","-2.0006535,-0.030046314,-2.3361826"
18,2023-04-04,16:21:01.128200,"-1.4640955,-0.13627273,-2.0272846","-1.4074037,-0.2717485,-2.1163437","-1.5606638,-0.25131732,-2.1377501","-1.5771849,-0.46124884,-2.1665115","-1.5927851,-0.6628704,-2.1959872","-1.254144,-0.29217982,-2.094937","-1.2461436,-0.4901364,-2.1718822","-1.3052839,-0.68039376,-2.1264064","-1.5465435,-0.70148355,-2.1583238","-1.5839319,-1.1463938,-2.214512","-1.6130267,-1.5358425,-2.3010173","-1.3763398,-0.72410613,-2.142499","-1.4137282,-1.1690161,-2.1986873","-1.4428232,-1.558465,-2.2851925","-1.472307,-0.09374118,-2.0521877","-1.4251177,-0.10501182,-2.0271575","-1.4787222,-0.08244148,-2.144154","-1.3450192,-0.114374906,-2.0732353"
17,2023-04-04,16:21:01.130193,"-2.1054857,-0.09145364,-2.108641","-2.0551105,-0.20532167,-2.200635","-2.1877158,-0.19875714,-2.2182252","-2.1950872,-0.39564306,-2.1870592","-2.2058764,-0.53734076,-2.0582447","-1.9225054,-0.21188623,-2.183045","-1.9359827,-0.40841883,-2.214397","-1.9486293,-0.5970458,-2.2467666","-2.1576364,-0.63197464,-2.2247949","-2.184722,-1.0258092,-2.2819767","-2.2066617,-1.3726381,-2.3522916","-1.9910506,-0.6403829,-2.2080853","-2.0076728,-1.0371099,-2.2460382","-2.018668,-1.384745,-2.3149204","-2.1255157,-0.051742494,-2.119483","-2.0799909,-0.0541493,-2.1012828","-2.1441703,-0.039185107,-2.19252","-2.015183,-0.046004325,-2.1409514"
20,2023-04-04,16:21:01.132187,"-1.0245498,0.47306472,-5.953315","-0.9432075,0.29369354,-6.0211043","-1.0857689,0.29905343,-6.088156","-1.0845083,0.0941118,-6.12003","-1.0827605,-0.1027652,-6.151802","-0.80064607,0.2883339,-5.954053","-0.76149464,0.08545685,-5.9721265","-0.7711179,-0.10076809,-5.9014106","-1.0029769,-0.10806656,-6.1064744","-1.0468045,-0.41753852,-6.1396627","-1.0689462,-0.68807423,-6.2058477","-0.86268896,-0.11404884,-6.0445566","-0.8683529,-0.4092803,-6.152267","-0.8747877,-0.67277944,-6.2449336","-1.0160133,0.50854856,-5.9866858","-0.9898177,0.50629854,-5.9649253","-0.9814827,0.49669975,-6.078545","-0.9072622,0.49032474,-6.0168896"
18,2023-04-04,16:21:01.218896,"-1.4702686,-0.13937879,-1.929237","-1.4097854,-0.28894183,-2.0226355","-1.5653768,-0.27431533,-2.044347","-1.5778012,-0.4856061,-2.075291","-1.5895237,-0.6885636,-2.1065087","-1.2541941,-0.30356836,-2.0009239","-1.2358167,-0.49039218,-2.103466","-1.3146403,-0.6757706,-2.0619273","-1.5303599,-0.7281656,-2.0814116","-1.5582973,-1.1729014,-2.1440978","-1.579889,-1.5620239,-2.234196","-1.3587395,-0.7438105,-2.0679252","-1.3866771,-1.1885462,-2.1306114","-1.4082688,-1.5776685,-2.2207093","-1.4788082,-0.09773955,-1.9557966","-1.4315772,-0.10754612,-1.9305909","-1.4863818,-0.09234217,-2.0472345","-1.3525606,-0.12012744,-1.9758179"
17,2023-04-04,16:21:01.220889,"-2.1172273,-0.10801247,-2.0254934","-2.0683525,-0.21610421,-2.1214197","-2.2014916,-0.20902455,-2.1349728","-2.2110264,-0.40323588,-2.1030636","-2.220474,-0.5423166,-1.974747","-1.9352133,-0.2231839,-2.1078668","-1.9489353,-0.4171403,-2.1398003","-1.9619685,-0.6034026,-2.1719625","-2.1718886,-0.63660145,-2.141802","-2.1999874,-1.0314134,-2.2007406","-2.223905,-1.3796389,-2.269277","-2.0067997,-0.64549714,-2.1325657","-2.025091,-1.0435404,-2.1695366","-2.0392375,-1.3927398,-2.2357922","-2.1372328,-0.06731582,-2.033394","-2.0913498,-0.07105985,-2.0163455","-2.1572983,-0.050591975,-2.1052942","-2.0272965,-0.061200052,-2.056989"
18,2023-04-04,16:21:01.308596,"-1.4825698,-0.14247712,-1.8395653","-1.4098254,-0.29057822,-1.9313682","-1.5655307,-0.27919576,-1.9542811","-1.5767416,-0.4983037,-1.9844058","-1.5872496,-0.708753,-2.0151021","-1.2541205,-0.30196065,-1.9084556","-1.2316668,-0.5090022,-1.9837623","-1.3194035,-0.6883328,-1.9097059","-1.522621,-0.73333925,-1.9788944","-1.5468919,-1.1789494,-2.0367093","-1.5654765,-1.5689483,-2.1236315","-1.3504993,-0.7455455,-1.9664547","-1.3747702,-1.1911557,-2.0242696","-1.3933549,-1.5811543,-2.1111922","-1.4903713,-0.1001862,-1.8653716","-1.444771,-0.10956687,-1.8376842","-1.493446,-0.09482673,-1.9556277","-1.364246,-0.12140539,-1.87718"
17,2023-04-04,16:21:01.310590,"-2.118163,-0.11441684,-1.9900029","-2.0713747,-0.22057924,-2.0884433","-2.2047153,-0.21332368,-2.0989242","-2.215434,-0.40484798,-2.0665083","-2.2235038,-0.541484,-1.9390037","-1.9380337,-0.22783482,-2.0779624","-1.9516976,-0.41917995,-2.1103287","-1.9647505,-0.60300434,-2.1424234","-2.1748881,-0.6372318,-2.106857","-2.2033052,-1.032904,-2.167683","-2.228107,-1.3822248,-2.2356546","-2.0110958,-0.6461967,-2.1030648","-2.0300744,-1.0453763,-2.1399374","-2.0459545,-1.3957298,-2.2052095","-2.1381176,-0.073180586,-1.9962008","-2.0918941,-0.0776498,-1.9802479","-2.159593,-0.054485887,-2.06728","-2.028627,-0.067148805,-2.0220802"
18,2023-04-04,16:21:01.406270,"-1.4827088,-0.17670524,-1.657582","-1.397109,-0.3310555,-1.7604438","-1.5522144,-0.3287844,-1.7915084","-1.5529295,-0.5518378,-1.8343683","-1.5548507,-0.7673856,-1.8694906","-1.2420039,-0.33332655,-1.729379","-1.2222638,-0.5556557,-1.7714549","-1.3147581,-0.7287694,-1.6756709","-1.4729671,-0.7810013,-1.8534708","-1.4752839,-1.2232199,-1.9367613","-1.4768966,-1.6155424,-2.0147371","-1.3010366,-0.78211236,-1.8342166","-1.3033533,-1.2243311,-1.9175072","-1.3049661,-1.6166539,-1.995483","-1.4921349,-0.13227332,-1.6817619","-1.4469365,-0.1400041,-1.6529895","-1.4926718,-0.12535575,-1.7724229","-1.3646102,-0.14725983,-1.690901"
18,2023-04-04,16:21:01.490987,"-1.4801078,-0.20138484,-1.5601298","-1.3924453,-0.3559397,-1.669061","-1.5475961,-0.35815755,-1.7019185","-1.5413576,-0.58169425,-1.7514675","-1.5376521,-0.7988324,-1.7880992","-1.2372952,-0.35372183,-1.636203","-1.2183532,-0.57994884,-1.6666198","-1.3040186,-0.75559884,-1.5650663","-1.4496707,-0.8064953,-1.7845498","-1.4375348,-1.2459168,-1.8807862","-1.4273735,-1.6376693,-1.9609543","-1.2779137,-0.8023436,-1.7636242","-1.2657777,-1.241765,-1.8598605","-1.2556165,-1.6335171,-1.9400284","-1.4912874,-0.15618578,-1.5829006","-1.4454597,-0.16318601,-1.5549512","-1.4933105,-0.14743334,-1.6734986","-1.3634657,-0.16726768,-1.5943085"
18,2023-04-04,16:21:01.590653,"-1.4718885,-0.21209222,-1.502752","-1.3823076,-0.36548173,-1.6172035","-1.5376239,-0.37118644,-1.6515218","-1.5260336,-0.5945163,-1.7092736","-1.518524,-0.8131386,-1.7476019","-1.2269914,-0.35977706,-1.5828851","-1.2061245,-0.58807975,-1.6109614","-1.2867166,-0.7677015,-1.5081891","-1.4241682,-0.81862307,-1.7541198","-1.4026831,-1.2545916,-1.8635259","-1.3844041,-1.6438504,-1.9537668","-1.2518272,-0.8107941,-1.7320111","-1.2303421,-1.2467629,-1.8414174","-1.2120631,-1.6360216,-1.9316581","-1.4845167,-0.16606423,-1.5237576","-1.4382242,-0.17274565,-1.4966002","-1.4878112,-0.15481406,-1.6141098","-1.3566489,-0.17374486,-1.5371642"
19,2023-04-04,16:21:01.592646,"-1.0966449,0.20846897,-4.308609","-1.121904,0.082707465,-4.407458","-1.2605793,0.08721197,-4.336684","-1.3192582,-0.12354016,-4.3692307","-1.3670503,-0.3302533,-4.3838573","-0.9832285,0.07820284,-4.4782314","-0.9532564,-0.13040036,-4.5453534","-0.92003363,-0.33299422,-4.600854","-1.2656571,-0.3791492,-4.4623","-1.305959,-0.72167224,-4.551576","-1.3534826,-1.0171071,-4.6552086","-1.1060157,-0.38448048,-4.5440264","-1.1336389,-0.7327731,-4.6136394","-1.1554652,-1.0436049,-4.670094","-1.1332024,0.23966306,-4.320079","-1.0822806,0.24603081,-4.337312","-1.2085453,0.24105388,-4.386308","-1.0642664,0.25909597,-4.435137"
20,2023-04-04,16:21:01.744140,"-1.0247201,0.47288138,-5.9526906","-0.942819,0.29378927,-6.019754","-1.0851746,0.29909772,-6.0872474","-1.0841522,0.09411335,-6.1188545","-1.08262,-0.102803946,-6.1503897","-0.80046356,0.28848082,-5.9522605","-0.76127833,0.08570266,-5.971346","-0.77136153,-0.10070467,-5.9011765","-1.0026274,-0.10813522,-6.1043763","-1.0467291,-0.41755533,-6.137477","-1.0675443,-0.6874672,-6.206497","-0.8625744,-0.11406577,-6.0419254","-0.86788774,-0.41013575,-6.1472616","-0.87397885,-0.6743218,-6.237915","-1.016008,0.5084069,-5.9859657","-0.989858,0.50608003,-5.9639916","-0.98110694,0.49664986,-6.077639","-0.90701526,0.4900571,-6.0153775"
21,2023-04-04,16:21:01.821880,"-1.3287302,0.08333653,-3.1061604","-1.3107717,-0.10594201,-3.1857324","-1.4414532,-0.092173934,-3.2486453","-1.4528161,-0.2825334,-3.271904","-1.4630086,-0.46542537,-3.2957592","-1.1800902,-0.11971009,-3.1228197","-1.1914526,-0.31006956,-3.1460788","-1.2016454,-0.49296165,-3.1699338","-1.415683,-0.53985,-3.248588","-1.4538159,-0.91124314,-3.3641553","-1.4891874,-1.2421117,-3.4639592","-1.2715887,-0.55509645,-3.1795998","-1.3469968,-0.9135398,-3.3158894","-1.4058981,-1.2274106,-3.4526424","-1.3382267,0.12354952,-3.1466908","-1.2844207,0.11756599,-3.1208239","-1.3472338,0.11295068,-3.257981","-1.1947836,0.095997155,-3.1846905"
21,2023-04-04,16:21:01.915567,"-1.4309512,0.037974656,-2.9436946","-1.3514004,-0.10421896,-3.0370033","-1.4928931,-0.08568424,-3.0714204","-1.5091623,-0.2869935,-3.1005561","-1.5244051,-0.48036277,-3.130112","-1.2099079,-0.1227535,-3.0025861","-1.1954625,-0.3238713,-3.0339227","-1.1812631,-0.5170461,-3.0652192","-1.4774221,-0.53704697,-3.1021032","-1.5512024,-0.91451323,-3.109181","-1.6012963,-1.2435861,-3.1874096","-1.3175042,-0.5587771,-3.0710497","-1.3743277,-0.9226394,-3.1821787","-1.4110463,-1.2283771,-3.3308203","-1.4372767,0.08741689,-2.9710524","-1.389725,0.076747954,-2.938218","-1.4267488,0.10635483,-3.0765486","-1.2920188,0.07612634,-2.983518"
21,2023-04-04,16:21:02.002277,"-1.4581262,0.017800033,-2.8669832","-1.3721331,-0.11745775,-2.9632754","-1.5153694,-0.09855592,-2.990271","-1.5327157,-0.3059473,-3.0207512","-1.5490695,-0.50515085,-3.0516362","-1.2288967,-0.13635963,-2.9362795","-1.2146125,-0.34029394,-2.9857557","-1.2031113,-0.5386881,-3.0233173","-1.5026197,-0.55157536,-3.0260386","-1.5713677,-0.92630625,-3.008583","-1.61913,-1.2532849,-3.0842829","-1.3395108,-0.57403916,-3.0049047","-1.388748,-0.93865067,-3.1053445","-1.4195082,-1.241306,-3.2549446","-1.4642628,0.06855065,-2.8908339","-1.4177814,0.05624461,-2.8582397","-1.4527928,0.092128515,-2.9931877","-1.3210955,0.05726111,-2.9008372"
21,2023-04-04,16:21:02.088987,"-1.603393,0.004360974,-2.7926216","-1.4872713,-0.12208313,-2.8901803","-1.6372583,-0.11177015,-2.9218266","-1.7433678,-0.3152209,-2.924982","-1.8446178,-0.5111563,-2.9317744","-1.3372844,-0.13239592,-2.8585343","-1.320266,-0.35374206,-2.9166522","-1.3075168,-0.570307,-2.9569693","-1.5907282,-0.56988585,-2.950183","-1.6340292,-0.94801754,-2.9453673","-1.6580044,-1.2754366,-3.0271988","-1.4263005,-0.5821115,-2.924659","-1.4443772,-0.9513172,-3.0154455","-1.4464667,-1.2572563,-3.159915","-1.613589,0.056782305,-2.813098","-1.5704364,0.048318446,-2.77672","-1.5952656,0.082598835,-2.9109023","-1.473,0.05861798,-2.8078306"
21,2023-04-04,16:21:02.188654,"-2.052254,-0.016618967,-2.6516435","-1.9331453,-0.13477921,-2.7608533","-2.0966568,-0.13414633,-2.8030136","-2.2618275,-0.316894,-2.8038933","-2.4192607,-0.49375057,-2.8100219","-1.7696335,-0.13541204,-2.718693","-1.7589829,-0.37412298,-2.7785468","-1.7518983,-0.6064863,-2.8239129","-2.0075493,-0.59489495,-2.8166833","-2.0268245,-0.9739536,-2.846514","-2.0331988,-1.3039051,-2.9214647","-1.8427169,-0.5963492,-2.7810075","-1.8313775,-0.9682507,-2.861679","-1.8049538,-1.2774479,-2.9966784","-2.0700452,0.036170065,-2.6644106","-2.026734,0.030379057,-2.631491","-2.0600479,0.064240515,-2.7559712","-1.9373322,0.047832698,-2.662699"
22,2023-04-04,16:21:02.189650,"-1.144432,0.30324626,-4.2774944","-1.2097949,0.14302325,-4.3205476","-1.312786,0.10065001,-4.167155","-1.3428463,-0.1577332,-4.2266417","-1.3655565,-0.40765053,-4.280101","-1.1068038,0.18539649,-4.4739394","-1.1077669,-0.080602884,-4.4527817","-1.1129116,-0.33654565,-4.4354863","-1.3062009,-0.32213265,-4.4105177","-1.3672101,-0.6475271,-4.6543994","-1.4158655,-0.94073904,-4.8671327","-1.199623,-0.288823,-4.5362654","-1.2170693,-0.6636398,-4.704462","-1.2319529,-0.997046,-4.8535075","-1.18401,0.32164198,-4.250529","-1.1675326,0.3367499,-4.308733","-1.2801348,0.29287183,-4.2239842","-1.2334486,0.33567762,-4.388896"
21,2023-04-04,16:21:02.274367,"-2.0939124,-0.001632154,-2.5884213","-2.0057678,-0.14853,-2.6951582","-2.1711524,-0.15015858,-2.745244","-2.3013997,-0.3644476,-2.7580016","-2.425119,-0.57106,-2.775188","-1.8403834,-0.14690149,-2.6450722","-1.8296996,-0.39291245,-2.6941786","-1.8200582,-0.6298976,-2.7392964","-2.0788288,-0.6222621,-2.736661","-2.0932171,-1.0010706,-2.7745793","-2.0950947,-1.3311515,-2.8502245","-1.9112875,-0.6208324,-2.6936212","-1.896005,-0.99566585,-2.7600071","-1.8642284,-1.3103278,-2.8810742","-2.1101995,0.050041646,-2.6025512","-2.0643554,0.04389128,-2.574669","-2.1110363,0.06764373,-2.6931896","-1.9811453,0.050217718,-2.6141899"
22,2023-04-04,16:21:02.276360,"-1.423269,0.3800373,-4.788569","-1.2863698,0.15111041,-4.3943152","-1.318371,0.13349652,-4.2147994","-1.3190912,-0.11177957,-4.2495804","-1.3204778,-0.34760183,-4.283146","-1.2543684,0.16872442,-4.573831","-1.1912087,-0.0627653,-4.512235","-1.1316241,-0.28573304,-4.4532804","-1.2946932,-0.33130687,-4.3569756","-1.3854867,-0.65490305,-4.5817246","-1.4644674,-0.9433381,-4.7810454","-1.2501112,-0.31442493,-4.519687","-1.2701751,-0.6994273,-4.641509","-1.2828493,-1.0423026,-4.748454","-1.416013,0.39375132,-4.69472","-1.4905255,0.38374275,-4.721403","-1.4123417,0.33926004,-4.4658966","-1.6234609,0.31090218,-4.5415"
21,2023-04-04,16:21:02.359084,"-2.1097956,-0.015047997,-2.5070918","-2.0473025,-0.14741212,-2.6024628","-2.212199,-0.14844757,-2.6558642","-2.318988,-0.3744771,-2.678453","-2.4206634,-0.5919573,-2.7032473","-1.882406,-0.14637688,-2.5490608","-1.8740959,-0.3928383,-2.59587","-1.8655938,-0.629496,-2.6424649","-2.1238863,-0.63111854,-2.6450522","-2.1369264,-1.0092338,-2.693524","-2.1388147,-1.3392458,-2.771268","-1.9524527,-0.6298721,-2.597545","-1.9378186,-1.0053196,-2.6632397","-1.9056039,-1.320949,-2.7828054","-2.1291957,0.033203393,-2.5169954","-2.0823445,0.02799216,-2.4930685","-2.1381907,0.055191904,-2.6016607","-2.0054457,0.04042691,-2.5338678"
22,2023-04-04,16:21:02.360080,"-1.2114927,0.3380263,-4.3754478","-1.2376139,0.13856035,-4.1964574","-1.2288436,0.12410438,-4.0134234","-1.2271612,-0.12128174,-4.046689","-1.2270483,-0.35724485,-4.0786033","-1.2463844,0.15301639,-4.379491","-1.163931,-0.07509714,-4.3295984","-1.0852317,-0.29464757,-4.281627","-1.2172394,-0.34331584,-4.1503196","-1.280068,-0.6834902,-4.3466763","-1.3334737,-0.98628926,-4.521249","-1.2197683,-0.32958472,-4.3194594","-1.2379366,-0.7132414,-4.422898","-1.2477641,-1.0544798,-4.5149555","-1.2378471,0.35142434,-4.303489","-1.2850263,0.35353547,-4.355338","-1.3197063,0.30025917,-4.144128","-1.4533801,0.3062405,-4.2910337"
21,2023-04-04,16:21:02.457754,"-2.1900804,-0.045523554,-2.3362823","-2.150426,-0.16714993,-2.4143147","-2.3154495,-0.16859165,-2.4609928","-2.3981333,-0.39205298,-2.4890037","-2.4773357,-0.6068954,-2.516998","-1.9854023,-0.1657083,-2.3676362","-1.9803228,-0.40079838,-2.415208","-1.9759365,-0.62720853,-2.459176","-2.2272573,-0.6606746,-2.4654133","-2.2367218,-1.0399415,-2.5266194","-2.2399294,-1.3729724,-2.6025484","-2.0483115,-0.6586368,-2.4221778","-2.0333202,-1.035259,-2.4970794","-2.0029674,-1.3504287,-2.6252654","-2.2147696,-0.0055455565,-2.3445966","-2.169713,-0.003887087,-2.324948","-2.2316976,0.011116564,-2.4200332","-2.1040382,0.015815705,-2.364362"
22,2023-04-04,16:21:02.458751,"-1.3007654,0.22248441,-3.7654252","-1.2766006,0.0810498,-4.092222","-1.1937916,0.07364303,-3.9205704","-1.1880583,-0.17425716,-3.954376","-1.1839588,-0.4127428,-3.9862041","-1.3594093,0.08845657,-4.263874","-1.2492318,-0.13556081,-4.246343","-1.1435038,-0.3510592,-4.229394","-1.2050594,-0.39703733,-4.0524178","-1.2282151,-0.748872,-4.136627","-1.2474434,-1.061529,-4.2121906","-1.2849224,-0.3921188,-4.2035713","-1.3335923,-0.74893886,-4.2451124","-1.374181,-1.066297,-4.2834587","-1.365151,0.23895061,-3.7932272","-1.3128769,0.25380313,-3.8291593","-1.4981561,0.20268393,-3.8934376","-1.3500465,0.24476606,-3.9952452"
21,2023-04-04,16:21:02.548451,"-2.1873834,-0.0516043,-2.2970033","-2.1518912,-0.17114356,-2.3714216","-2.3170362,-0.17147848,-2.4120917","-2.3949685,-0.39085695,-2.4405901","-2.4697845,-0.6017769,-2.4684753","-1.9867468,-0.17080864,-2.330752","-1.984259,-0.40005216,-2.3802881","-1.9830965,-0.6215123,-2.422907","-2.232447,-0.6668853,-2.429445","-2.2437499,-1.0469072,-2.4943068","-2.2504373,-1.3816559,-2.5679986","-2.0501194,-0.66604984,-2.3913958","-2.038868,-1.0425876,-2.4741254","-2.013653,-1.3564487,-2.609725","-2.2136173,-0.014656514,-2.30532","-2.169825,-0.010234624,-2.2868643","-2.232038,-0.0010495782,-2.3780117","-2.10796,0.01147899,-2.3257198"
22,2023-04-04,16:21:02.550444,"-1.1747576,0.22025567,-3.8930426","-1.3125173,0.05261445,-4.045733","-1.1829373,0.05711615,-3.9025955","-1.1775632,-0.19498843,-3.935022","-1.1680878,-0.43673068,-3.9701152","-1.4420977,0.04811275,-4.1888714","-1.4071385,-0.2016893,-4.1570277","-1.3737091,-0.4418887,-4.1262503","-1.2113482,-0.42307734,-4.0063586","-1.2434087,-0.77644384,-4.067039","-1.2898978,-1.0910542,-4.1022763","-1.3348238,-0.42933238,-4.1263833","-1.3362815,-0.7864575,-4.081244","-1.3465806,-1.1024352,-4.0319014","-1.2383085,0.23818022,-3.8668778","-1.230327,0.24306917,-3.9309402","-1.3967153,0.19941586,-3.8295946","-1.3741008,0.21326768,-4.0111046"
23,2023-04-04,16:21:02.648116,"-1.5358303,-0.11860487,-1.9081099","-1.4639292,-0.26074043,-1.9927005","-1.6126614,-0.26008412,-2.029152","-1.6152765,-0.4715723,-2.05418","-1.6173494,-0.6747104,-2.0800433","-1.3151972,-0.26139674,-1.9562488","-1.2870134,-0.4542128,-2.0422025","-1.2718961,-0.65523386,-2.0782626","-1.5399742,-0.7262996,-2.0422962","-1.5459386,-1.1736958,-2.0902655","-1.5401717,-1.5662004,-2.1671226","-1.3802295,-0.72781384,-1.9911301","-1.3861941,-1.1752101,-2.0390995","-1.3804271,-1.5677142,-2.1159565","-1.5465803,-0.07577899,-1.9312805","-1.5036426,-0.08057541,-1.9060609","-1.5470133,-0.06851581,-2.0201278","-1.4253563,-0.08210564,-1.9486719"
